# t(1)   sumvx(2)   sumvy(3)   sumvz(4)    kenergy(5)   penergy(6)   energy(7)   red_temp(8)
3.049 0.130384 0.169728 0.127238 11390.2 10572.4 21962.6 4.58356
3.05 0.12424 0.169591 0.127964 11312.2 10670.8 21983 4.55219
3.051 0.124714 0.17334 0.126314 11260.7 10722.2 21982.9 4.53146
3.052 0.126618 0.174551 0.118507 11237 10755.3 21992.3 4.52192
3.053 0.129899 0.171272 0.113512 11234.9 10765.5 22000.4 4.5211
3.054 0.131253 0.170065 0.108757 11245 10739.8 21984.8 4.52515
3.055 0.128778 0.165525 0.109043 11258.4 10714.3 21972.8 4.53056
3.056 0.124698 0.165256 0.110108 11269.6 10686.6 21956.2 4.53504
3.057 0.134764 0.161709 0.114986 11276.3 10657.3 21933.6 4.53775
3.058 0.139518 0.158943 0.111588 11279.8 10668.3 21948 4.53914
3.059 0.141066 0.161188 0.110469 11283.9 10678.5 21962.3 4.54079
3.06 0.145245 0.166298 0.107392 11294.3 10695.4 21989.8 4.545
3.061 0.143992 0.161549 0.101794 11317.2 10665.5 21982.7 4.55422
3.062 0.140942 0.161537 0.104258 11357.4 10620.6 21978 4.5704
3.063 0.144252 0.163208 0.102947 11417.5 10568.8 21986.3 4.59456
3.064 0.149352 0.163388 0.0991151 11496.9 10490.5 21987.4 4.62652
3.065 0.148688 0.156087 0.0966566 11592.3 10374.8 21967.2 4.66492
3.066 0.149218 0.156917 0.101008 11698 10264.4 21962.3 4.70743
3.067 0.147121 0.157664 0.094301 11806.4 10155.8 21962.2 4.75106
3.068 0.149327 0.161749 0.0909002 11909.8 10063 21972.8 4.79269
3.069 0.146953 0.160966 0.0943124 12001.1 9953.83 21954.9 4.8294
3.07 0.149781 0.160404 0.0920894 12074.4 9891.12 21965.6 4.85893
3.071 0.144687 0.160803 0.0937674 12126.4 9833.2 21959.6 4.87985
3.072 0.145394 0.162749 0.090503 12155.6 9806.34 21961.9 4.89159
3.073 0.149862 0.160623 0.0888948 12162.7 9774.46 21937.1 4.89444
3.074 0.153126 0.159764 0.0874472 12149.9 9786.08 21936 4.88931
3.075 0.156243 0.154633 0.090023 12121 9810.32 21931.3 4.87765
3.076 0.154374 0.15211 0.0937228 12080 9833.64 21913.6 4.86115
3.077 0.153341 0.148528 0.0904788 12031.3 9896.56 21927.8 4.84156
3.078 0.152992 0.148155 0.0830502 11979 9961.93 21940.9 4.82053
3.079 0.151129 0.150765 0.0809757 11927 10029.4 21956.4 4.79958
3.08 0.149136 0.148736 0.0816989 11878.4 10079.3 21957.7 4.78005
3.081 0.150294 0.1477 0.0774899 11836.3 10121.5 21957.7 4.76309
3.082 0.154299 0.145653 0.0744776 11802.8 10136 21938.8 4.74961
3.083 0.160722 0.142396 0.0725765 11779.2 10156 21935.2 4.7401
3.084 0.159719 0.138171 0.0733638 11765.6 10180.2 21945.8 4.73466
3.085 0.158406 0.141214 0.0729663 11761.3 10175 21936.3 4.73293
3.086 0.163357 0.137919 0.0746715 11764.6 10170.6 21935.2 4.73424
3.087 0.161089 0.140293 0.0733879 11773.2 10170.2 21943.4 4.7377
3.088 0.159148 0.140731 0.0701282 11785 10147.6 21932.6 4.74247
3.089 0.159097 0.13963 0.067466 11798.7 10138.8 21937.5 4.74795
3.09 0.160347 0.138768 0.0700688 11813.7 10120.2 21933.9 4.754
3.091 0.159123 0.143026 0.0664358 11830.7 10089 21919.7 4.76086
3.092 0.160759 0.142429 0.0620842 11851 10062.8 21913.8 4.76902
3.093 0.166067 0.142371 0.0685983 11875.6 10043 21918.6 4.7789
3.094 0.162912 0.146921 0.0658422 11904.5 10049.7 21954.2 4.79054
3.095 0.165676 0.143533 0.0598302 11937 9999.44 21936.4 4.80361
3.096 0.164513 0.143531 0.0592694 11971 9970.1 21941.1 4.8173
3.097 0.161085 0.14471 0.0581737 12003.9 9947.81 21951.7 4.83055
3.098 0.163126 0.150426 0.0575175 12032.5 9948.72 21981.2 4.84206
3.099 0.164289 0.146035 0.0637145 12053.7 9928.71 21982.4 4.85058
3.1 0.167112 0.146471 0.0637407 12064.4 9911.96 21976.4 4.85489
3.101 0.167081 0.151419 0.0606642 12062 9911.98 21974 4.85392
3.102 0.165375 0.152567 0.0650711 12044.4 9909.35 21953.7 4.84683
3.103 0.167419 0.157716 0.0641346 12010.4 9949.27 21959.7 4.83315
3.104 0.166141 0.162797 0.0646648 11959.6 10008.3 21967.9 4.81272
3.105 0.162876 0.165332 0.0650291 11893.1 10078.3 21971.5 4.78597
3.106 0.160237 0.169119 0.0603161 11813.6 10173.4 21987 4.75396
3.107 0.162799 0.167365 0.0594559 11725.3 10232 21957.4 4.71845
3.108 0.160372 0.166776 0.0554314 11634.8 10304.8 21939.6 4.68202
3.109 0.166231 0.166284 0.0556345 11550 10389.8 21939.7 4.64788
3.11 0.169526 0.165743 0.0520563 11478.9 10471.7 21950.5 4.61926
3.111 0.168341 0.160141 0.0548296 11427.2 10526.8 21954.1 4.59849
3.112 0.167341 0.154741 0.0586214 11396.3 10573.1 21969.4 4.58604
3.113 0.169826 0.154976 0.0626259 11382.5 10591.6 21974.1 4.58048
3.114 0.171565 0.15361 0.0584068 11379 10596 21975.1 4.57909
3.115 0.173344 0.155343 0.0570278 11379 10616.2 21995.2 4.57909
3.116 0.175793 0.153765 0.0565453 11377.8 10622.1 22000 4.5786
3.117 0.178467 0.148908 0.0578003 11374 10621.3 21995.3 4.57706
3.118 0.178133 0.149294 0.0569477 11369.3 10665.2 22034.4 4.57515
3.119 0.175027 0.146314 0.0600667 11367.1 10672 22039.2 4.5743
3.12 0.174082 0.14607 0.0618615 11371.6 10647.4 22019 4.57609
3.121 0.170749 0.147516 0.0641942 11385.8 10647.4 22033.3 4.58181
3.122 0.172132 0.139944 0.065475 11412.1 10617.7 22029.8 4.59239
3.123 0.171936 0.13949 0.0640614 11452.3 10572.7 22025.1 4.60859
3.124 0.170161 0.136388 0.0604728 11508.8 10494.9 22003.7 4.63131
3.125 0.177814 0.135705 0.0614648 11583.3 10406.3 21989.6 4.66129
3.126 0.176389 0.135188 0.0578028 11675.2 10322.6 21997.8 4.69828
3.127 0.178668 0.135313 0.0554991 11779.5 10220.6 22000 4.74022
3.128 0.177264 0.135008 0.0582726 11886.4 10113.4 21999.8 4.78328
3.129 0.179196 0.13164 0.0630312 11984.4 10023.6 22007.9 4.82268
3.13 0.181938 0.125477 0.0684443 12062.4 9953.69 22016.1 4.85409
3.131 0.186973 0.124423 0.0701318 12113.1 9873.24 21986.4 4.87451
3.132 0.186723 0.12899 0.0652299 12133.5 9863.68 21997.2 4.88269
3.133 0.189217 0.132228 0.0655761 12124.6 9865.45 21990.1 4.87912
3.134 0.192099 0.134054 0.0667024 12091.6 9893.85 21985.4 4.86583
3.135 0.190059 0.135269 0.0689635 12042 9941.22 21983.2 4.84586
3.136 0.197201 0.139545 0.0646129 11984.3 9977.66 21962 4.82267
3.137 0.197784 0.136393 0.0677733 11926.5 10019 21945.4 4.79939
3.138 0.195614 0.138324 0.0726438 11873.7 10089.6 21963.3 4.77815
3.139 0.194217 0.141989 0.0690408 11828.1 10135.3 21963.3 4.75979
3.14 0.191186 0.148486 0.0646501 11788.4 10160.6 21949 4.74384
3.141 0.194245 0.14882 0.0589538 11751.7 10191.3 21943 4.72906
3.142 0.196611 0.154497 0.0561938 11714.2 10232.4 21946.6 4.71395
3.143 0.200565 0.158848 0.0576472 11672.7 10279.8 21952.5 4.69726
3.144 0.205943 0.159099 0.0588784 11626.1 10334.8 21960.8 4.67849
3.145 0.210132 0.162854 0.0586925 11575.3 10391.4 21966.7 4.65808
3.146 0.210511 0.158636 0.0643392 11524.2 10451.1 21975.2 4.63749
3.147 0.209424 0.1565 0.0644708 11478.2 10488.8 21967 4.61901
3.148 0.205698 0.156718 0.0709181 11444.1 10526.6 21970.7 4.60526
3.149 0.205195 0.158255 0.0748119 11427.5 10532.5 21960 4.59859
3.15 0.204847 0.162071 0.0789866 11432.1 10525.7 21957.7 4.60043
3.151 0.201847 0.159804 0.0745492 11457.7 10505.9 21963.6 4.61074
3.152 0.202742 0.159998 0.0691447 11500.8 10462.7 21963.5 4.62807
3.153 0.19916 0.161799 0.0725412 11555 10391.7 21946.7 4.6499
3.154 0.192485 0.167433 0.0751872 11612.9 10321.8 21934.7 4.67318
3.155 0.187639 0.170992 0.0702748 11667 10274.8 21941.7 4.69497
3.156 0.191295 0.172249 0.0691428 11711.4 10222 21933.4 4.71284
3.157 0.187615 0.169752 0.0724764 11741.5 10197.8 21939.3 4.72494
3.158 0.18888 0.170112 0.0723166 11754.3 10180.3 21934.5 4.73009
3.159 0.18422 0.168655 0.0775428 11748.5 10198 21946.4 4.72776
3.16 0.182118 0.16891 0.0774689 11724.3 10215.1 21939.3 4.71802
3.161 0.178213 0.1598 0.077348 11683.7 10249.7 21933.5 4.7017
3.162 0.176978 0.156865 0.0747058 11630.7 10311.1 21941.9 4.68038
3.163 0.173574 0.155988 0.0753763 11571 10348.3 21919.4 4.65636
3.164 0.175658 0.15526 0.0758147 11511.7 10409 21920.7 4.63247
3.165 0.177983 0.15365 0.0723006 11460 10456.2 21916.2 4.61167
3.166 0.177544 0.155912 0.0715262 11422.6 10490.1 21912.7 4.59662
3.167 0.173435 0.15622 0.0777202 11404.4 10494 21898.4 4.5893
3.168 0.171452 0.155046 0.0768237 11408 10471.5 21879.5 4.59075
3.169 0.170643 0.160246 0.0776982 11433.4 10424.7 21858.2 4.60098
3.17 0.174273 0.159179 0.0773311 11478.6 10387.7 21866.3 4.61916
3.171 0.175957 0.158004 0.0763821 11539.8 10319.4 21859.2 4.64378
3.172 0.17197 0.161685 0.0790254 11612 10242.4 21854.4 4.67283
3.173 0.175076 0.162774 0.0793278 11689.3 10178.1 21867.3 4.70393
3.174 0.175134 0.160448 0.0805937 11765.6 10083.8 21849.4 4.73466
3.175 0.173031 0.1613 0.0816685 11834.9 10027.4 21862.4 4.76255
3.176 0.174255 0.15939 0.0789411 11891.7 9992.01 21883.7 4.78537
3.177 0.181022 0.152535 0.0818915 11931.5 9936.66 21868.2 4.80142
3.178 0.180804 0.149782 0.0816798 11951.9 9936.55 21888.4 4.8096
3.179 0.181946 0.151532 0.0825515 11952 9931.72 21883.7 4.80964
3.18 0.185645 0.152334 0.0797133 11932.9 9946.14 21879 4.80197
3.181 0.187267 0.157641 0.0758419 11897.6 10000.4 21898 4.78777
3.182 0.183858 0.158761 0.0818496 11851 10060.2 21911.2 4.76902
3.183 0.187197 0.16344 0.0792975 11799.7 10110.5 21910.2 4.74835
3.184 0.190394 0.168422 0.0788875 11751.2 10168.6 21919.8 4.72887
3.185 0.188175 0.164913 0.0749412 11713.7 10226.4 21940 4.71375
3.186 0.193553 0.167603 0.0800223 11693.6 10245.4 21938.9 4.70566
3.187 0.193398 0.16424 0.0765471 11694.8 10234.6 21929.4 4.70616
3.188 0.196118 0.161241 0.0767345 11717.3 10183.5 21900.9 4.71522
3.189 0.195633 0.162376 0.0753212 11757 10137.8 21894.8 4.73118
3.19 0.195993 0.161916 0.0761948 11806.7 10105.8 21912.5 4.75119
3.191 0.197315 0.163769 0.0744762 11858.2 10081.5 21939.7 4.7719
3.192 0.194161 0.161686 0.0779247 11903.5 10014.7 21918.2 4.79014
3.193 0.192002 0.16103 0.0766659 11936.6 9982.67 21919.3 4.80348
3.194 0.192849 0.158304 0.0735273 11953.7 9933.63 21887.3 4.81032
3.195 0.191494 0.151424 0.0739794 11952.4 9932.49 21884.9 4.80981
3.196 0.186981 0.147987 0.0766077 11932.2 9968.14 21900.3 4.80169
3.197 0.186629 0.145607 0.0752821 11893.9 10023 21917 4.78629
3.198 0.183773 0.145101 0.0764799 11840.3 10069.6 21909.9 4.76471
3.199 0.18771 0.144402 0.073451 11775.6 10134.4 21910 4.73866
3.2 0.195772 0.14383 0.0738668 11705.2 10207.2 21912.4 4.71033
3.201 0.196157 0.145066 0.0684614 11634.8 10254 21888.8 4.682
3.202 0.192543 0.147598 0.0664568 11569.5 10319.3 21888.8 4.65572
3.203 0.198531 0.144084 0.06709 11513.4 10374.2 21887.6 4.63316
3.204 0.198819 0.144744 0.0662565 11469.4 10432.4 21901.8 4.61546
3.205 0.198627 0.1476 0.0658007 11439.2 10471 21910.2 4.60332
3.206 0.198872 0.148241 0.0686235 11423.2 10457.2 21880.5 4.59687
3.207 0.19812 0.147053 0.0723534 11420.3 10480.3 21900.6 4.59569
3.208 0.197652 0.14155 0.077693 11428.3 10447.3 21875.7 4.59892
3.209 0.202022 0.133914 0.0793781 11444.9 10431.9 21876.8 4.6056
3.21 0.201252 0.132609 0.0854359 11468.1 10426.6 21894.7 4.61491
3.211 0.203265 0.130648 0.0837574 11496.7 10434.9 21931.5 4.62643
3.212 0.201221 0.128438 0.0855198 11530.2 10401.2 21931.4 4.63992
3.213 0.200568 0.128272 0.084734 11567.9 10374.2 21942.1 4.65508
3.214 0.202558 0.130588 0.0837383 11607.8 10325.9 21933.7 4.67116
3.215 0.198641 0.130645 0.0781116 11647.3 10285.3 21932.6 4.68702
3.216 0.198342 0.129214 0.072937 11683.2 10248.1 21931.4 4.7015
3.217 0.192996 0.133034 0.0718651 11714 10211.3 21925.4 4.7139
3.218 0.186569 0.129847 0.0672622 11739.9 10195.1 21935 4.72429
3.219 0.193051 0.130381 0.0697989 11762.4 10192.8 21955.2 4.73335
3.22 0.193259 0.131008 0.0743761 11784.4 10155.4 21939.8 4.7422
3.221 0.191826 0.126744 0.075541 11808.2 10157.8 21965.9 4.75178
3.222 0.188324 0.126383 0.0772471 11834.9 10116.8 21951.6 4.76253
3.223 0.191594 0.124268 0.0796933 11863.7 10084.3 21948 4.77414
3.224 0.194652 0.118332 0.0766678 11892.2 10060.6 21952.8 4.78559
3.225 0.191015 0.117092 0.0752635 11916.7 10038.4 21955.1 4.79544
3.226 0.190956 0.113806 0.0771248 11933.7 10014.2 21947.9 4.80229
3.227 0.187956 0.113237 0.077539 11940.6 9997.8 21938.4 4.80506
3.228 0.185679 0.118396 0.0761278 11936.2 9997.44 21933.6 4.8033
3.229 0.187875 0.116871 0.0735613 11920.7 10011.7 21932.4 4.79707
3.23 0.190355 0.113111 0.0699269 11895.4 10030 21925.3 4.78687
3.231 0.194397 0.112566 0.0720107 11862 10071.7 21933.7 4.77344
3.232 0.197493 0.117983 0.0701739 11823.5 10098.4 21921.9 4.75796
3.233 0.197665 0.121236 0.0693901 11783.8 10120.5 21904.2 4.74196
3.234 0.202312 0.118594 0.0655821 11747.1 10146.6 21893.7 4.7272
3.235 0.197797 0.11847 0.0585401 11717.4 10154.9 21872.2 4.71524
3.236 0.198423 0.109897 0.0574692 11696.8 10188.6 21885.3 4.70694
3.237 0.200651 0.11371 0.054672 11684.8 10195.8 21880.6 4.70213
3.238 0.201952 0.114437 0.0606067 11679.3 10201.3 21880.6 4.69991
3.239 0.203141 0.114413 0.0641346 11677.4 10193.6 21871.1 4.69917
3.24 0.206556 0.115499 0.0658293 11677.4 10225.6 21903.1 4.69917
3.241 0.20883 0.114394 0.0674801 11679 10225.2 21904.3 4.69981
3.242 0.206038 0.117418 0.0682096 11683.3 10237.6 21920.9 4.70153
3.243 0.210842 0.11944 0.0691118 11692 10205.2 21897.2 4.70502
3.244 0.213202 0.119249 0.0622807 11706.6 10202.4 21909 4.71093
3.245 0.209071 0.113763 0.061255 11727.8 10176.5 21904.3 4.71944
3.246 0.211155 0.113543 0.05862 11754.4 10158.2 21912.6 4.73014
3.247 0.212926 0.114877 0.0585122 11783.8 10133.5 21917.3 4.74199
3.248 0.211024 0.113038 0.0566583 11812.8 10124.6 21937.4 4.75365
3.249 0.206541 0.112959 0.0525727 11838.1 10087.4 21925.6 4.76384
3.25 0.212695 0.117326 0.0483794 11857.4 10055 21912.4 4.7716
3.251 0.214072 0.111704 0.0497766 11869.5 10039.3 21908.9 4.77648
3.252 0.212091 0.11362 0.0460505 11874.8 10035.3 21910.1 4.77857
3.253 0.210283 0.116772 0.0458131 11874.7 10034.3 21909 4.77855
3.254 0.213841 0.116477 0.0520387 11872.2 10044 21916.2 4.77754
3.255 0.217474 0.116868 0.0568509 11871.3 10024.7 21896.1 4.7772
3.256 0.218093 0.112274 0.0589056 11876.6 10024.3 21900.9 4.77933
3.257 0.216227 0.110612 0.0640383 11891.6 10012.9 21904.4 4.78535
3.258 0.216402 0.112567 0.0648756 11917.4 9998.88 21916.2 4.79572
3.259 0.215141 0.10682 0.0646896 11951.6 9936.06 21887.6 4.80949
3.26 0.216363 0.106763 0.0671215 11988.2 9914.77 21902.9 4.82422
3.261 0.218242 0.110516 0.0638199 12018.3 9892.74 21911.1 4.83635
3.262 0.214704 0.10921 0.0656328 12032.5 9876.11 21908.6 4.84203
3.263 0.214649 0.113389 0.0713778 12022.7 9903.53 21926.2 4.83811
3.264 0.215251 0.122118 0.0714321 11985 9961.44 21946.5 4.82294
3.265 0.217673 0.123562 0.0713005 11920.1 10003.9 21924 4.79683
3.266 0.218769 0.126277 0.0736351 11834.1 10082.9 21917.1 4.76223
3.267 0.216971 0.123564 0.0740585 11737.3 10183.5 21920.8 4.72325
3.268 0.214186 0.124224 0.0713053 11642 10292.1 21934 4.68489
3.269 0.219069 0.127616 0.0711813 11559.9 10392.1 21951.9 4.65186
3.27 0.212474 0.126654 0.0695934 11499.2 10461 21960.2 4.62745
3.271 0.212327 0.125046 0.0703402 11463.2 10493.5 21956.7 4.61297
3.272 0.213603 0.125694 0.0694098 11450.5 10509.6 21960.2 4.60786
3.273 0.214808 0.129267 0.0705776 11457.6 10500.2 21957.7 4.61069
3.274 0.211808 0.127209 0.0687647 11480.4 10477.3 21957.7 4.61988
3.275 0.214846 0.125196 0.0688553 11515.7 10433.6 21949.3 4.63409
3.276 0.217644 0.129172 0.0686257 11560.7 10388.6 21949.3 4.6522
3.277 0.21982 0.132044 0.0717487 11612.2 10334.6 21946.8 4.67291
3.278 0.224714 0.132933 0.0747216 11666.5 10311.2 21977.7 4.69475
3.279 0.22991 0.137393 0.0708406 11719.8 10268.5 21988.3 4.71623
3.28 0.232 0.139322 0.0668449 11769.2 10218 21987.2 4.73608
3.281 0.228161 0.1404 0.065428 11812.3 10166.6 21978.9 4.75345
3.282 0.230422 0.142542 0.0702446 11848.3 10128.2 21976.5 4.76792
3.283 0.229339 0.136915 0.0722616 11877 10103.1 21980.1 4.77946
3.284 0.22888 0.135438 0.071716 11898.8 10096.8 21995.6 4.78827
3.285 0.226518 0.140472 0.0676929 11914.6 10081 21995.6 4.79462
3.286 0.228102 0.14402 0.0729839 11925 10077.7 22002.7 4.79881
3.287 0.228774 0.144054 0.073104 11930.4 10055.7 21986.1 4.80097
3.288 0.233991 0.141298 0.0732981 11930.3 10028.6 21958.9 4.80094
3.289 0.237448 0.138798 0.074201 11923.9 10038.5 21962.4 4.79835
3.29 0.235977 0.135834 0.0740182 11910.6 10037.5 21948.1 4.79301
3.291 0.233026 0.135141 0.0738301 11890.5 10045.7 21936.3 4.78492
3.292 0.23651 0.133724 0.0788026 11865 10072.5 21937.5 4.77464
3.293 0.244096 0.131271 0.0804846 11836.9 10107.8 21944.7 4.76335
3.294 0.241115 0.126758 0.0813444 11810.5 10153.4 21963.8 4.7527
3.295 0.240323 0.128853 0.0767196 11790.1 10176.2 21966.2 4.74449
3.296 0.243424 0.130012 0.0765951 11779.3 10184.6 21963.8 4.74015
3.297 0.244658 0.123923 0.0801409 11779.3 10179.7 21959 4.74016
3.298 0.248382 0.127553 0.0821097 11788.4 10181.2 21969.6 4.74384
3.299 0.249979 0.123225 0.0866455 11803 10170.2 21973.1 4.74968
3.3 0.251463 0.123926 0.0870183 11818.3 10154.8 21973.1 4.75584
3.301 0.247677 0.121481 0.0865252 11830.4 10130.8 21961.2 4.76072
3.302 0.243893 0.121605 0.0814197 11836.6 10116.2 21952.8 4.76323
3.303 0.241241 0.121346 0.0773542 11835.7 10143.2 21979 4.76286
3.304 0.242595 0.118843 0.0725389 11828 10148.7 21976.6 4.75974
3.305 0.241902 0.124319 0.0691062 11815 10161.7 21976.7 4.75452
3.306 0.240283 0.123588 0.0632216 11799.5 10171.2 21970.7 4.74829
3.307 0.237343 0.124618 0.0584971 11784.5 10161.4 21945.9 4.74224
3.308 0.234316 0.122607 0.0612587 11772.8 10172 21944.7 4.73753
3.309 0.235509 0.124042 0.0675161 11766.6 10180.5 21947.1 4.73504
3.31 0.233523 0.123209 0.0708944 11767 10146.7 21913.8 4.73523
3.311 0.230549 0.119986 0.0734564 11773.9 10132.8 21906.6 4.73797
3.312 0.22726 0.1161 0.0710932 11785.7 10111.4 21897.1 4.74272
3.313 0.229712 0.119766 0.0763984 11800.3 10090.8 21891.1 4.7486
3.314 0.228442 0.114928 0.0791097 11815.1 10080.7 21895.9 4.75458
3.315 0.225721 0.109389 0.0762374 11827.7 10059.8 21887.5 4.75965
3.316 0.225615 0.110296 0.0748868 11835.9 10071.8 21907.7 4.76294
3.317 0.220545 0.115192 0.0711133 11838 10079.2 21917.2 4.76378
3.318 0.225284 0.113498 0.0708315 11832.5 10088.3 21920.8 4.76155
3.319 0.222496 0.111251 0.069906 11817.8 10086.3 21904.1 4.75567
3.32 0.220852 0.108823 0.0672281 11793.1 10102.6 21895.7 4.74572
3.321 0.223068 0.107381 0.0659163 11758.5 10142 21900.6 4.7318
3.322 0.220472 0.110074 0.0644817 11716.6 10198.3 21914.9 4.71492
3.323 0.223331 0.108218 0.0649157 11671.2 10230.7 21901.9 4.69666
3.324 0.225811 0.111243 0.0681748 11626.6 10283.7 21910.3 4.67873
3.325 0.227726 0.111936 0.0679679 11586.4 10354.9 21941.3 4.66252
3.326 0.230008 0.112075 0.0638888 11552.8 10398 21950.8 4.649
3.327 0.232742 0.115067 0.0630748 11528.1 10417.9 21946 4.63907
3.328 0.231104 0.117126 0.0652483 11514.6 10430.3 21944.9 4.63363
3.329 0.229854 0.116783 0.0651624 11513.1 10440 21953.2 4.63305
3.33 0.225876 0.11829 0.0651958 11522.4 10427.2 21949.6 4.63677
3.331 0.230398 0.116088 0.0635376 11537.9 10408 21945.8 4.643
3.332 0.228356 0.115374 0.0580971 11553.4 10389.9 21943.3 4.64926
3.333 0.229392 0.11799 0.0543828 11562.6 10390.2 21952.8 4.65297
3.334 0.225643 0.122231 0.0525253 11560.6 10428.9 21989.5 4.65216
3.335 0.229512 0.121869 0.0531886 11545.2 10466.9 22012.1 4.64596
3.336 0.234165 0.120982 0.0458257 11517.5 10485.2 22002.7 4.63482
3.337 0.239744 0.115203 0.048631 11482.1 10514.7 21996.8 4.62057
3.338 0.247214 0.114666 0.050904 11445.9 10552.1 21998.1 4.60601
3.339 0.245476 0.117692 0.0522845 11416.2 10581.9 21998.1 4.59406
3.34 0.246861 0.122897 0.0529339 11398.3 10621.1 22019.5 4.58686
3.341 0.244349 0.126658 0.0471023 11394.6 10626.1 22020.6 4.58535
3.342 0.247234 0.128463 0.0473399 11404.9 10613.5 22018.4 4.58948
3.343 0.250222 0.125905 0.0486269 11427.7 10588.2 22015.9 4.59869
3.344 0.25277 0.131021 0.0469522 11461.1 10554.8 22015.9 4.61211
3.345 0.254447 0.134427 0.0447164 11502.2 10507.6 22009.9 4.62866
3.346 0.251583 0.133479 0.0478184 11547.6 10439.6 21987.3 4.64694
3.347 0.251374 0.13067 0.049408 11593.2 10384.5 21977.7 4.66527
3.348 0.251125 0.128611 0.0502756 11634.7 10314.5 21949.2 4.68198
3.349 0.24555 0.128667 0.0497718 11668.6 10295.9 21964.5 4.69561
3.35 0.248749 0.127545 0.0497704 11692.5 10281.6 21974.1 4.70523
