#    t(1)      varx(2)      vary(3)      varz(3)
2.834 0.29745 0.304601 0.352445
2.8345 0.29792 0.305225 0.35299
2.835 0.298385 0.305826 0.353519
2.8355 0.298845 0.306402 0.354034
2.836 0.299298 0.306955 0.354534
2.8365 0.299746 0.307485 0.355019
2.837 0.300189 0.307996 0.355492
2.8375 0.300626 0.30849 0.355951
2.838 0.30106 0.308969 0.356399
2.8385 0.301489 0.309436 0.356837
2.839 0.301915 0.309895 0.357267
2.8395 0.302339 0.310349 0.35769
2.84 0.302762 0.310799 0.358108
2.8405 0.303185 0.311248 0.358522
2.841 0.303607 0.311698 0.358935
2.8415 0.304028 0.31215 0.359348
2.842 0.304449 0.312607 0.359762
2.8425 0.304867 0.313069 0.360177
2.843 0.305283 0.313541 0.360592
2.8435 0.305694 0.314025 0.361009
2.844 0.3061 0.314524 0.361427
2.8445 0.306498 0.315043 0.361844
2.845 0.306888 0.315583 0.362261
2.8455 0.307267 0.316148 0.362679
2.846 0.307635 0.31674 0.363097
2.8465 0.307992 0.31736 0.363518
2.847 0.308335 0.318008 0.363942
2.8475 0.308665 0.318685 0.36437
2.848 0.308982 0.319389 0.364803
2.8485 0.309286 0.320119 0.365242
2.849 0.309577 0.320874 0.365686
2.8495 0.309858 0.321651 0.366135
2.85 0.310129 0.322446 0.366588
2.8505 0.310392 0.323258 0.367043
2.851 0.310649 0.324082 0.367498
2.8515 0.310902 0.324915 0.36795
2.852 0.311152 0.325756 0.3684
2.8525 0.311401 0.3266 0.368844
2.853 0.311651 0.327446 0.369282
2.8535 0.311902 0.328291 0.369713
2.854 0.312154 0.329133 0.370136
2.8545 0.312406 0.329972 0.370553
2.855 0.312658 0.330808 0.370963
2.8555 0.312909 0.331638 0.371369
2.856 0.313157 0.332464 0.37177
2.8565 0.313399 0.333285 0.372167
2.857 0.313634 0.334102 0.372561
2.8575 0.31386 0.334916 0.372952
2.858 0.314075 0.335724 0.373339
2.8585 0.314279 0.336528 0.373723
2.859 0.314468 0.337329 0.374104
2.8595 0.314642 0.338126 0.374483
2.86 0.314801 0.338918 0.37486
2.8605 0.314943 0.339706 0.375238
2.861 0.315069 0.340489 0.375618
2.8615 0.315178 0.341268 0.376002
2.862 0.315273 0.342043 0.376392
2.8625 0.315353 0.342813 0.376789
2.863 0.315421 0.343577 0.377192
2.8635 0.315481 0.344335 0.377601
2.864 0.315534 0.345088 0.378017
2.8645 0.315583 0.345833 0.378437
2.865 0.315632 0.34657 0.37886
2.8655 0.315684 0.347299 0.379285
2.866 0.31574 0.348019 0.379712
2.8665 0.315803 0.34873 0.38014
2.867 0.315874 0.349433 0.380567
2.8675 0.315954 0.350128 0.380994
2.868 0.316044 0.350816 0.381421
2.8685 0.316145 0.351497 0.381847
2.869 0.316257 0.352172 0.382271
2.8695 0.316382 0.352844 0.382693
2.87 0.316521 0.353513 0.383111
2.8705 0.316674 0.354179 0.383524
2.871 0.316843 0.354844 0.383931
2.8715 0.31703 0.355507 0.384331
2.872 0.317235 0.35617 0.384721
2.8725 0.31746 0.356831 0.385099
2.873 0.317706 0.357493 0.385465
2.8735 0.317974 0.358153 0.385818
2.874 0.318265 0.358813 0.386156
2.8745 0.31858 0.359475 0.386479
2.875 0.318917 0.36014 0.386785
2.8755 0.319277 0.360809 0.387074
2.876 0.31966 0.361483 0.387345
2.8765 0.320064 0.362164 0.387598
2.877 0.320489 0.362851 0.387834
2.8775 0.320932 0.363546 0.388054
2.878 0.321393 0.364248 0.388259
2.8785 0.321869 0.364958 0.388454
2.879 0.322358 0.365674 0.38864
2.8795 0.32286 0.366396 0.388824
2.88 0.323372 0.367123 0.38901
2.8805 0.323892 0.367853 0.389202
2.881 0.32442 0.368586 0.389406
2.8815 0.324955 0.36932 0.389626
2.882 0.325496 0.370057 0.389865
2.8825 0.326043 0.370795 0.390126
2.883 0.326596 0.371534 0.39041
2.8835 0.327156 0.372277 0.390719
2.884 0.327724 0.373024 0.391053
2.8845 0.328301 0.373777 0.391412
2.885 0.328892 0.374536 0.391795
2.8855 0.329497 0.375304 0.392201
2.886 0.330119 0.37608 0.392629
2.8865 0.330762 0.376865 0.393079
2.887 0.331427 0.377659 0.393549
2.8875 0.332118 0.378461 0.394039
2.888 0.332835 0.379271 0.394548
2.8885 0.333581 0.380087 0.395074
2.889 0.334354 0.380908 0.395618
2.8895 0.335155 0.381732 0.39618
2.89 0.335982 0.382558 0.396757
2.8905 0.336834 0.383383 0.39735
2.891 0.337706 0.384205 0.397957
2.8915 0.338595 0.385023 0.398578
2.892 0.339494 0.385835 0.399212
2.8925 0.340399 0.386642 0.399857
2.893 0.341302 0.38744 0.400514
2.8935 0.342197 0.388232 0.40118
2.894 0.343079 0.389016 0.401856
2.8945 0.34394 0.389791 0.402543
2.895 0.344777 0.390558 0.403238
2.8955 0.345586 0.391316 0.403942
2.896 0.346364 0.392066 0.404656
2.8965 0.347109 0.392808 0.405377
2.897 0.347821 0.393544 0.406105
2.8975 0.348497 0.394278 0.406839
2.898 0.349141 0.395011 0.407577
2.8985 0.349751 0.395746 0.408316
2.899 0.350331 0.396486 0.409053
2.8995 0.35088 0.397233 0.409787
2.9 0.351403 0.397989 0.410513
2.9005 0.3519 0.398754 0.411229
2.901 0.352374 0.399531 0.411932
2.9015 0.352829 0.400318 0.412619
2.902 0.353266 0.401117 0.413287
2.9025 0.353689 0.401927 0.413935
2.903 0.354099 0.40275 0.414562
2.9035 0.3545 0.403584 0.415168
2.904 0.354892 0.404431 0.415752
2.9045 0.355278 0.405291 0.416318
2.905 0.355659 0.406166 0.416864
2.9055 0.356036 0.407054 0.417396
2.906 0.356411 0.407958 0.417913
2.9065 0.356783 0.408877 0.418419
2.907 0.357156 0.409812 0.418916
2.9075 0.357527 0.410764 0.419406
2.908 0.357899 0.411731 0.419892
2.9085 0.358271 0.412714 0.420373
2.909 0.358641 0.413712 0.420853
2.9095 0.359011 0.414724 0.421331
2.91 0.359378 0.415749 0.421809
2.9105 0.359742 0.416785 0.422287
2.911 0.360102 0.41783 0.422766
2.9115 0.360458 0.418884 0.423246
2.912 0.360808 0.419943 0.423727
2.9125 0.361152 0.421006 0.424209
2.913 0.36149 0.422072 0.424694
2.9135 0.36182 0.423138 0.425179
2.914 0.362143 0.424204 0.425665
2.9145 0.362458 0.425269 0.426152
2.915 0.362765 0.426333 0.426638
2.9155 0.363062 0.427396 0.427122
2.916 0.363349 0.428458 0.427606
2.9165 0.363627 0.429519 0.428088
2.917 0.363893 0.430577 0.428568
2.9175 0.36415 0.431632 0.429048
2.918 0.364396 0.432683 0.429527
2.9185 0.364632 0.433731 0.430006
2.919 0.364859 0.434771 0.430487
2.9195 0.365078 0.435805 0.43097
2.92 0.365289 0.436831 0.431457
2.9205 0.365494 0.437847 0.431947
2.921 0.365694 0.438854 0.43244
2.9215 0.365891 0.439851 0.432936
2.922 0.366088 0.440837 0.433435
2.9225 0.366287 0.441813 0.433936
2.923 0.36649 0.442779 0.434437
2.9235 0.3667 0.443736 0.434937
2.924 0.366919 0.444683 0.435436
2.9245 0.367152 0.445625 0.435933
2.925 0.367399 0.44656 0.436426
2.9255 0.367663 0.44749 0.436916
2.926 0.367946 0.448416 0.437403
2.9265 0.368251 0.449341 0.437884
2.927 0.368577 0.450265 0.438362
2.9275 0.368926 0.451189 0.438834
2.928 0.369295 0.452114 0.439301
2.9285 0.369685 0.453042 0.439763
2.929 0.370093 0.453973 0.440223
2.9295 0.370518 0.454908 0.440678
2.93 0.370958 0.455847 0.441133
2.9305 0.371409 0.45679 0.441586
2.931 0.37187 0.457735 0.442041
2.9315 0.372337 0.458682 0.442497
2.932 0.372807 0.459631 0.442955
2.9325 0.373276 0.46058 0.443418
2.933 0.373741 0.461529 0.443888
2.9335 0.3742 0.462476 0.444365
2.934 0.374647 0.463422 0.444854
2.9345 0.375081 0.464367 0.445357
2.935 0.375498 0.465313 0.445877
2.9355 0.375896 0.46626 0.446417
2.936 0.376274 0.467208 0.446979
2.9365 0.376632 0.468158 0.447562
2.937 0.376968 0.469111 0.448168
2.9375 0.377287 0.470066 0.448794
2.938 0.377588 0.471022 0.449441
2.9385 0.377875 0.471979 0.450106
2.939 0.378151 0.472937 0.450789
2.9395 0.378419 0.473894 0.451489
2.94 0.378684 0.474849 0.452205
2.9405 0.378951 0.475801 0.452937
2.941 0.379223 0.476748 0.453685
2.9415 0.379506 0.47769 0.454447
2.942 0.379805 0.478626 0.455226
2.9425 0.380125 0.479556 0.456018
2.943 0.380473 0.480478 0.456823
2.9435 0.380853 0.481396 0.457641
2.944 0.38127 0.482307 0.45847
2.9445 0.381727 0.483213 0.459306
2.945 0.382226 0.484117 0.460149
2.9455 0.382765 0.485017 0.460997
2.946 0.383344 0.485918 0.461846
2.9465 0.383959 0.48682 0.462696
2.947 0.384605 0.487724 0.463543
2.9475 0.385279 0.488631 0.464388
2.948 0.385978 0.489542 0.465228
2.9485 0.386696 0.490457 0.466063
2.949 0.387433 0.491377 0.466893
2.9495 0.388186 0.492301 0.467718
2.95 0.38895 0.493227 0.468538
2.9505 0.389726 0.494158 0.469352
2.951 0.39051 0.495089 0.470161
2.9515 0.3913 0.496022 0.470964
2.952 0.392096 0.496955 0.471762
2.9525 0.392894 0.497888 0.472554
2.953 0.393696 0.498817 0.473338
2.9535 0.394498 0.499745 0.474116
2.954 0.395302 0.500668 0.474888
2.9545 0.396107 0.501586 0.475654
2.955 0.396911 0.502497 0.476414
2.9555 0.397715 0.503401 0.477165
2.956 0.398515 0.504298 0.477909
2.9565 0.399311 0.505186 0.478644
2.957 0.400101 0.506065 0.479366
2.9575 0.400882 0.506933 0.480076
2.958 0.401652 0.507791 0.480772
2.9585 0.402409 0.508639 0.481454
2.959 0.40315 0.509475 0.48212
2.9595 0.403875 0.510299 0.482773
2.96 0.404581 0.511111 0.483412
2.9605 0.405268 0.511913 0.484039
2.961 0.405939 0.512704 0.484653
2.9615 0.406594 0.513483 0.485258
2.962 0.407234 0.514251 0.485852
2.9625 0.407863 0.515008 0.486436
2.963 0.40848 0.515755 0.487012
2.9635 0.40909 0.516489 0.487576
2.964 0.409692 0.517212 0.48813
2.9645 0.410287 0.517923 0.488672
2.965 0.410876 0.518624 0.4892
2.9655 0.411458 0.519312 0.489711
2.966 0.412035 0.51999 0.490204
2.9665 0.412607 0.520658 0.490675
2.967 0.413174 0.521316 0.491124
2.9675 0.413737 0.521965 0.491546
2.968 0.414297 0.522607 0.491942
2.9685 0.414854 0.523242 0.492309
2.969 0.415407 0.523869 0.492648
2.9695 0.415958 0.52449 0.492958
2.97 0.416508 0.525104 0.493241
2.9705 0.417055 0.52571 0.493497
2.971 0.417602 0.526309 0.493728
2.9715 0.418148 0.5269 0.493937
2.972 0.418694 0.527482 0.494126
2.9725 0.41924 0.528054 0.494296
2.973 0.419786 0.528616 0.49445
2.9735 0.420333 0.529167 0.494591
2.974 0.42088 0.529709 0.494721
2.9745 0.421428 0.53024 0.494843
2.975 0.421977 0.530763 0.49496
2.9755 0.422524 0.531278 0.495076
2.976 0.423069 0.531788 0.495192
2.9765 0.423611 0.532297 0.495311
2.977 0.424148 0.532805 0.495437
2.9775 0.424679 0.533316 0.495569
2.978 0.425203 0.533833 0.49571
2.9785 0.425718 0.534359 0.495858
2.979 0.426225 0.534895 0.496015
2.9795 0.426722 0.535445 0.496178
2.98 0.42721 0.53601 0.496346
2.9805 0.42769 0.536593 0.496518
2.981 0.42816 0.537197 0.496692
2.9815 0.428621 0.537824 0.496867
2.982 0.429074 0.538475 0.49704
2.9825 0.429516 0.539151 0.49721
2.983 0.429948 0.539853 0.497375
2.9835 0.430367 0.54058 0.497534
2.984 0.430772 0.541332 0.497687
2.9845 0.431162 0.542108 0.497831
2.985 0.431536 0.542905 0.497967
2.9855 0.431893 0.543722 0.498093
2.986 0.432233 0.544557 0.498211
2.9865 0.432557 0.545409 0.498319
2.987 0.432865 0.546276 0.498418
2.9875 0.433157 0.547156 0.498507
2.988 0.433436 0.548047 0.498588
2.9885 0.433703 0.548946 0.49866
2.989 0.433957 0.54985 0.498725
2.9895 0.4342 0.550756 0.498781
2.99 0.434431 0.55166 0.498832
2.9905 0.43465 0.552555 0.498877
2.991 0.434856 0.553438 0.498921
2.9915 0.435049 0.554305 0.498965
2.992 0.435229 0.555156 0.499012
2.9925 0.4354 0.555989 0.499067
2.993 0.435563 0.556806 0.499132
2.9935 0.435721 0.55761 0.499211
2.994 0.435876 0.558404 0.499308
2.9945 0.436031 0.559191 0.499423
2.995 0.43611 0.559583 0.499489
