#    t(1)      varx(2)      vary(3)      varz(3)
3.5315 0.0307522 0.0308096 0.0312253
3.532 0.031033 0.031226 0.0317261
3.5325 0.0313153 0.0316535 0.0322272
3.533 0.0315996 0.0320929 0.0327292
3.5335 0.0318865 0.0325442 0.0332322
3.534 0.0321762 0.0330076 0.0337364
3.5345 0.032469 0.0334828 0.0342419
3.535 0.0327649 0.0339693 0.0347487
3.5355 0.033064 0.0344665 0.0352564
3.536 0.0333662 0.0349737 0.0357652
3.5365 0.0336718 0.0354908 0.0362747
3.537 0.0339805 0.0360172 0.0367847
3.5375 0.0342926 0.0365525 0.0372947
3.538 0.0346081 0.0370965 0.0378052
3.5385 0.0349269 0.0376491 0.0383154
3.539 0.0352489 0.03821 0.0388261
3.5395 0.0355741 0.0387789 0.0393376
3.54 0.0359023 0.0393558 0.0398505
3.5405 0.0362335 0.0399405 0.0403653
3.541 0.0365677 0.0405324 0.0408829
3.5415 0.0369044 0.0411311 0.0414041
3.542 0.0372439 0.0417359 0.0419299
3.5425 0.0375855 0.0423462 0.0424611
3.543 0.0379295 0.0429608 0.0429986
3.5435 0.0382759 0.0435793 0.0435432
3.544 0.0386246 0.0442006 0.0440959
3.5445 0.038976 0.0448239 0.044657
3.545 0.0393303 0.0454484 0.0452272
3.5455 0.0396882 0.0460731 0.0458069
3.546 0.0400501 0.0466974 0.0463963
3.5465 0.0404167 0.0473202 0.0469952
3.547 0.0407883 0.0479406 0.0476035
3.5475 0.041166 0.0485578 0.0482205
3.548 0.0415498 0.0491701 0.0488455
3.5485 0.0419402 0.0497765 0.0494779
3.549 0.0423374 0.0503755 0.0501161
3.5495 0.0427413 0.0509651 0.050759
3.55 0.0431515 0.0515439 0.0514051
3.5505 0.0435674 0.0521094 0.0520528
3.551 0.0439891 0.05266 0.0527003
3.5515 0.0444152 0.0531938 0.0533462
3.552 0.0448451 0.0537093 0.0539888
3.5525 0.0452787 0.0542061 0.054627
3.553 0.0457148 0.054684 0.0552594
3.5535 0.046153 0.0551434 0.0558856
3.554 0.0465926 0.0555851 0.0565041
3.5545 0.047033 0.0560105 0.0571145
3.555 0.0474734 0.0564208 0.0577159
3.5555 0.0479135 0.0568177 0.0583072
3.556 0.0483528 0.0572029 0.0588878
3.5565 0.0487908 0.0575784 0.0594562
3.557 0.0492278 0.0579463 0.0600115
3.5575 0.0496634 0.0583088 0.0605525
3.558 0.0500982 0.0586678 0.061078
3.5585 0.0505323 0.0590259 0.0615877
3.559 0.0509664 0.059385 0.0620813
3.5595 0.0514007 0.0597467 0.062559
3.56 0.0518362 0.0601131 0.0630223
3.5605 0.0522723 0.0604851 0.0634732
3.561 0.0527097 0.0608644 0.0639135
3.5615 0.0531481 0.0612517 0.0643456
3.562 0.053587 0.0616474 0.0647715
3.5625 0.0540256 0.0620518 0.0651931
3.563 0.0544629 0.0624644 0.0656114
3.5635 0.0548976 0.0628852 0.0660278
3.564 0.0553285 0.0633131 0.0664432
3.5645 0.0557538 0.0637474 0.0668585
3.565 0.0561723 0.0641873 0.0672742
3.5655 0.0565826 0.0646316 0.0676913
3.566 0.056984 0.0650796 0.0681105
3.5665 0.0573759 0.0655304 0.0685328
3.567 0.057758 0.0659834 0.0689588
3.5675 0.0581301 0.0664377 0.0693895
3.568 0.0584925 0.0668929 0.069825
3.5685 0.058845 0.0673482 0.0702657
3.569 0.0591879 0.0678031 0.0707115
3.5695 0.0595212 0.068257 0.0711626
3.57 0.0598449 0.0687096 0.0716185
3.5705 0.0601594 0.0691607 0.0720791
3.571 0.0604647 0.0696097 0.0725441
3.5715 0.0607614 0.0700572 0.0730132
3.572 0.0610498 0.0705037 0.0734858
3.5725 0.0613307 0.0709497 0.0739619
3.573 0.0616052 0.0713963 0.0744409
3.5735 0.0618739 0.0718447 0.0749222
3.574 0.0621378 0.0722958 0.075405
3.5745 0.0623981 0.0727504 0.0758886
3.575 0.0626553 0.0732095 0.0763719
3.5755 0.0629103 0.0736732 0.0768543
3.576 0.0631634 0.0741417 0.0773348
3.5765 0.0634152 0.0746148 0.0778134
3.577 0.063666 0.0750918 0.0782893
3.5775 0.0639157 0.0755719 0.0787627
3.578 0.0641645 0.076054 0.0792333
3.5785 0.0644127 0.0765366 0.0797015
3.579 0.06466 0.0770185 0.080168
3.5795 0.0649067 0.0774982 0.0806328
3.58 0.0651527 0.0779742 0.0810968
3.5805 0.0653986 0.0784459 0.0815603
3.581 0.0656446 0.0789118 0.0820242
3.5815 0.0658915 0.079372 0.0824889
3.582 0.0661397 0.0798262 0.0829549
3.5825 0.0663896 0.0802746 0.0834231
3.583 0.0666423 0.0807181 0.0838941
3.5835 0.0668977 0.0811568 0.0843687
3.584 0.0671568 0.0815921 0.0848475
3.5845 0.0674194 0.0820248 0.0853311
3.585 0.0676855 0.0824562 0.0858203
3.5855 0.0679547 0.0828865 0.0863148
3.586 0.0682266 0.0833168 0.0868145
3.5865 0.0685004 0.0837478 0.0873194
3.587 0.0687757 0.0841792 0.0878283
3.5875 0.0690519 0.0846113 0.0883399
3.588 0.0693286 0.0850445 0.0888529
3.5885 0.0696059 0.0854785 0.0893658
3.589 0.0698834 0.0859133 0.0898769
3.5895 0.0701622 0.0863492 0.0903851
3.59 0.0704424 0.0867864 0.0908894
3.5905 0.0707258 0.0872253 0.0913895
3.591 0.0710131 0.0876669 0.0918855
3.5915 0.0713058 0.0881112 0.0923778
3.592 0.0716051 0.0885594 0.0928669
3.5925 0.0719122 0.0890122 0.0933538
3.593 0.0722279 0.0894701 0.0938393
3.5935 0.0725529 0.0899333 0.0943241
3.594 0.0728869 0.090402 0.0948087
3.5945 0.0732303 0.0908768 0.0952935
3.595 0.0735823 0.0913575 0.0957789
3.5955 0.073942 0.0918435 0.0962649
3.596 0.0743083 0.0923346 0.0967509
3.5965 0.0746799 0.0928303 0.097237
3.597 0.0750555 0.0933298 0.0977222
3.5975 0.0754337 0.0938319 0.0982067
3.598 0.0758132 0.0943353 0.0986892
3.5985 0.0761929 0.094839 0.0991702
3.599 0.0765714 0.0953415 0.099649
3.5995 0.0769482 0.0958416 0.100127
3.6 0.0773225 0.0963377 0.100603
3.6005 0.0776945 0.0968294 0.101079
3.601 0.0780639 0.0973157 0.101556
3.6015 0.0784316 0.097796 0.102035
3.602 0.0787979 0.09827 0.102517
3.6025 0.0791633 0.0987376 0.103002
3.603 0.0795291 0.0991989 0.103491
3.6035 0.079895 0.0996543 0.103984
3.604 0.0802618 0.100105 0.104483
3.6045 0.08063 0.100551 0.104986
3.605 0.0809999 0.100993 0.105494
3.6055 0.0813716 0.101434 0.106007
3.606 0.0817457 0.101873 0.106525
3.6065 0.0821223 0.102313 0.107046
3.607 0.0825011 0.102754 0.107571
3.6075 0.0828827 0.103198 0.1081
3.608 0.0832664 0.103646 0.108632
3.6085 0.0836521 0.1041 0.109169
3.609 0.0840395 0.104561 0.109709
3.6095 0.0844279 0.105031 0.110253
3.61 0.0848164 0.10551 0.110801
3.6105 0.0852046 0.105999 0.111353
3.611 0.0855917 0.106498 0.111908
3.6115 0.0859769 0.107006 0.112467
3.612 0.0863593 0.107522 0.113029
3.6125 0.0867383 0.108046 0.113593
3.613 0.0871133 0.108575 0.114159
3.6135 0.0874842 0.109108 0.114725
3.614 0.0878503 0.109645 0.115291
3.6145 0.0882121 0.110183 0.115857
3.615 0.0885695 0.110722 0.116422
3.6155 0.0889236 0.111261 0.116987
3.616 0.0892747 0.1118 0.11755
3.6165 0.0896234 0.112339 0.118113
3.617 0.089971 0.112877 0.118675
3.6175 0.0903179 0.113415 0.119236
3.618 0.0906653 0.113952 0.119798
3.6185 0.0910139 0.114488 0.120359
3.619 0.0913645 0.115025 0.120922
3.6195 0.0917183 0.115561 0.121484
3.62 0.0920758 0.116098 0.122049
3.6205 0.0924383 0.116635 0.122615
3.621 0.092806 0.117173 0.123184
3.6215 0.09318 0.117713 0.123757
3.622 0.0935602 0.118254 0.124333
3.6225 0.0939473 0.118797 0.124913
3.623 0.0943407 0.119341 0.125498
3.6235 0.0947405 0.119887 0.126088
3.624 0.0951461 0.120435 0.126683
3.6245 0.0955568 0.120985 0.127285
3.625 0.095972 0.121537 0.127892
3.6255 0.0963903 0.122093 0.128504
3.626 0.0968113 0.122654 0.129123
3.6265 0.0972341 0.123221 0.129746
3.627 0.0976576 0.123796 0.130374
3.6275 0.0980808 0.124379 0.131005
3.628 0.0985035 0.124973 0.131639
3.6285 0.0989241 0.125578 0.132273
3.629 0.0993423 0.126194 0.132906
3.6295 0.0997573 0.126823 0.133536
3.63 0.100168 0.127464 0.13416
3.6305 0.100576 0.128117 0.134777
3.631 0.100979 0.12878 0.135383
3.6315 0.101378 0.129455 0.135979
3.632 0.101776 0.130139 0.136561
3.6325 0.102173 0.130831 0.13713
3.633 0.102571 0.13153 0.137683
3.6335 0.102971 0.132234 0.138221
3.634 0.103375 0.132941 0.138744
3.6345 0.103784 0.133651 0.139253
3.635 0.104199 0.134362 0.139747
3.6355 0.10462 0.135074 0.140228
3.636 0.105048 0.135785 0.140699
3.6365 0.105482 0.136494 0.141161
3.637 0.105924 0.137202 0.141616
3.6375 0.106371 0.137908 0.142066
3.638 0.106824 0.138611 0.142512
3.6385 0.107282 0.139312 0.142957
3.639 0.107745 0.140009 0.143401
3.6395 0.108212 0.140702 0.143845
3.64 0.108682 0.14139 0.144291
3.6405 0.109155 0.142073 0.144739
3.641 0.109632 0.142751 0.145188
3.6415 0.110111 0.143422 0.145639
3.642 0.110594 0.144086 0.146092
3.6425 0.111078 0.144742 0.146546
3.643 0.111563 0.145389 0.147003
3.6435 0.112049 0.146028 0.147461
3.644 0.112534 0.146655 0.147922
3.6445 0.113017 0.147273 0.148386
3.645 0.113498 0.147878 0.148854
3.6455 0.113977 0.148472 0.149324
3.646 0.114454 0.149055 0.149797
3.6465 0.114929 0.149627 0.150272
3.647 0.115402 0.150189 0.15075
3.6475 0.115875 0.150742 0.151228
3.648 0.116346 0.151287 0.151706
3.6485 0.116816 0.151826 0.152185
3.649 0.117286 0.152359 0.152662
3.6495 0.117757 0.152888 0.153138
3.65 0.118228 0.153416 0.153612
3.6505 0.118701 0.153944 0.154085
3.651 0.119177 0.154473 0.154555
3.6515 0.119656 0.155005 0.155024
3.652 0.120138 0.155543 0.155491
3.6525 0.120626 0.156087 0.155957
3.653 0.121117 0.156639 0.156423
3.6535 0.121613 0.157201 0.156889
3.654 0.122111 0.157772 0.157356
3.6545 0.122612 0.158356 0.157824
3.655 0.123112 0.158952 0.158293
3.6555 0.123611 0.159562 0.158764
3.656 0.124107 0.160186 0.159237
3.6565 0.124597 0.160824 0.159711
3.657 0.125081 0.161477 0.160185
3.6575 0.125555 0.162145 0.16066
3.658 0.12602 0.162827 0.161134
3.6585 0.126472 0.163523 0.161607
3.659 0.126911 0.164233 0.162077
3.6595 0.127334 0.164957 0.162543
3.66 0.12774 0.165694 0.163005
3.6605 0.128128 0.166444 0.163461
3.661 0.128499 0.167206 0.16391
3.6615 0.128851 0.167979 0.164352
3.662 0.129186 0.168762 0.164786
3.6625 0.129505 0.169552 0.16521
3.663 0.129809 0.170349 0.165623
3.6635 0.130099 0.17115 0.166025
3.664 0.130376 0.171951 0.166416
3.6645 0.13064 0.172751 0.166794
3.665 0.130892 0.173545 0.16716
3.6655 0.131131 0.174332 0.167514
3.666 0.131359 0.175107 0.167857
3.6665 0.131575 0.17587 0.16819
3.667 0.131779 0.176618 0.168513
3.6675 0.131975 0.17735 0.168828
3.668 0.13216 0.178066 0.169138
3.6685 0.132339 0.178763 0.169444
3.669 0.132513 0.179443 0.169748
3.6695 0.132684 0.180104 0.170054
3.67 0.132855 0.180746 0.170363
3.6705 0.133029 0.181368 0.170678
3.671 0.13321 0.181972 0.170998
3.6715 0.133399 0.182558 0.171326
3.672 0.1336 0.183128 0.171661
3.6725 0.133815 0.183682 0.172003
3.673 0.134046 0.184223 0.172351
3.6735 0.134295 0.184753 0.172705
3.674 0.134562 0.185275 0.173064
3.6745 0.134848 0.185791 0.173427
3.675 0.135153 0.186303 0.173793
3.6755 0.135476 0.186813 0.174162
3.676 0.135816 0.187323 0.174533
3.6765 0.136172 0.187835 0.174907
3.677 0.136541 0.188348 0.175283
3.6775 0.136922 0.188864 0.175663
3.678 0.137312 0.189382 0.176048
3.6785 0.137712 0.189901 0.176438
3.679 0.138118 0.190422 0.176835
3.6795 0.13853 0.190941 0.177241
3.68 0.138948 0.19146 0.177657
3.6805 0.139371 0.191975 0.178085
3.681 0.139798 0.192486 0.178528
3.6815 0.14023 0.192993 0.178985
3.682 0.140666 0.193493 0.179459
3.6825 0.141107 0.193987 0.179949
3.683 0.141554 0.194473 0.180455
3.6835 0.142005 0.194951 0.180979
3.684 0.142461 0.19542 0.181518
3.6845 0.142923 0.195878 0.182074
3.685 0.143391 0.196324 0.182644
3.6855 0.143863 0.196757 0.183228
3.686 0.144341 0.197176 0.183826
3.6865 0.144822 0.19758 0.184436
3.687 0.145308 0.197967 0.185059
3.6875 0.145797 0.198337 0.185694
3.688 0.146289 0.198691 0.186339
3.6885 0.146784 0.199026 0.186995
3.689 0.147279 0.199343 0.187659
3.6895 0.147774 0.199642 0.188333
3.69 0.148267 0.199923 0.189014
3.6905 0.148757 0.200186 0.189703
3.691 0.149241 0.200432 0.190399
3.6915 0.149718 0.200663 0.191103
3.692 0.150187 0.200879 0.191814
3.6925 0.150646 0.201083 0.192533
3.693 0.151094 0.201276 0.193259
3.6935 0.15153 0.201461 0.193993
3.694 0.151954 0.20164 0.194736
3.6945 0.152365 0.201815 0.195486
3.695 0.152764 0.201989 0.196246
3.6955 0.15315 0.202165 0.197013
3.696 0.153525 0.202344 0.197789
3.6965 0.153889 0.202529 0.198574
3.697 0.154243 0.202722 0.199365
3.6975 0.154589 0.202926 0.200164
3.698 0.154927 0.203143 0.20097
3.6985 0.155259 0.203372 0.201781
3.699 0.155584 0.203616 0.202596
3.6995 0.155903 0.203875 0.203415
3.7 0.156215 0.204149 0.204236
3.7005 0.156521 0.204438 0.205058
3.701 0.156821 0.20474 0.20588
3.7015 0.157115 0.205056 0.206699
3.702 0.157404 0.205385 0.207516
3.7025 0.15769 0.205726 0.208329
3.703 0.157977 0.206078 0.209139
3.7035 0.158266 0.206443 0.209945
3.704 0.158561 0.206819 0.210747
3.7045 0.158865 0.207205 0.211544
3.705 0.15918 0.207603 0.212335
3.7055 0.159509 0.20801 0.213123
3.706 0.159853 0.208426 0.213907
3.7065 0.160214 0.208851 0.214686
3.707 0.160592 0.209283 0.215463
3.7075 0.160989 0.20972 0.216236
3.708 0.161404 0.210161 0.217007
3.7085 0.161837 0.210605 0.217776
3.709 0.162286 0.211049 0.218543
3.7095 0.162752 0.211494 0.219308
3.71 0.163231 0.211936 0.220071
3.7105 0.163723 0.212376 0.220834
3.711 0.164226 0.212815 0.221597
3.7115 0.164737 0.21325 0.222359
3.712 0.165257 0.213684 0.223123
3.7125 0.165783 0.214115 0.223889
3.713 0.166314 0.214546 0.224657
3.7135 0.166849 0.214974 0.225429
3.714 0.167387 0.215401 0.226204
3.7145 0.167928 0.215828 0.226984
3.715 0.16847 0.216253 0.227769
3.7155 0.169013 0.216677 0.228559
3.716 0.169554 0.217099 0.229355
3.7165 0.170093 0.21752 0.230156
3.717 0.17063 0.217941 0.230963
3.7175 0.171162 0.218361 0.231777
3.718 0.171689 0.218783 0.232596
3.7185 0.172211 0.219208 0.233421
3.719 0.172724 0.219639 0.234252
3.7195 0.173228 0.220079 0.235088
3.72 0.173722 0.220529 0.23593
3.7205 0.174203 0.220992 0.236777
3.721 0.174672 0.22147 0.237628
3.7215 0.175126 0.221964 0.238483
3.722 0.175566 0.222476 0.23934
3.7225 0.175991 0.223006 0.2402
3.723 0.176401 0.223555 0.241059
3.7235 0.176798 0.224123 0.241916
3.724 0.177181 0.224708 0.242772
3.7245 0.177553 0.225309 0.243624
3.725 0.177914 0.225925 0.244472
3.7255 0.178267 0.226552 0.245315
3.726 0.178614 0.227188 0.246153
3.7265 0.178958 0.22783 0.246986
3.727 0.179302 0.228475 0.247815
3.7275 0.179648 0.229119 0.248638
3.728 0.179999 0.22976 0.249456
3.7285 0.180355 0.230396 0.250269
3.729 0.180719 0.231023 0.251077
3.7295 0.181091 0.231641 0.251878
3.73 0.18147 0.232248 0.252672
3.7305 0.181857 0.232843 0.25346
3.731 0.182249 0.233426 0.25424
3.7315 0.182645 0.233995 0.255013
3.732 0.183045 0.234551 0.255779
3.7325 0.183447 0.23509 0.25654
3.733 0.183849 0.235614 0.257296
3.7335 0.184252 0.23612 0.25805
3.734 0.184653 0.236608 0.258802
3.7345 0.185055 0.237077 0.259554
3.735 0.185455 0.237527 0.260309
3.7355 0.185853 0.237956 0.261067
3.736 0.186252 0.238366 0.261829
3.7365 0.186649 0.238756 0.262597
3.737 0.187047 0.239129 0.26337
3.7375 0.187445 0.239483 0.264148
3.738 0.187842 0.23982 0.26493
3.7385 0.188239 0.240141 0.265713
3.739 0.188633 0.240447 0.266497
3.7395 0.189023 0.240738 0.26728
3.74 0.189408 0.241014 0.268061
3.7405 0.189787 0.241279 0.268838
3.741 0.190157 0.241533 0.269612
3.7415 0.190518 0.241779 0.270382
3.742 0.19087 0.242016 0.271149
3.7425 0.191212 0.242247 0.271912
3.743 0.191545 0.242471 0.272672
3.7435 0.191869 0.24269 0.273429
3.744 0.192185 0.242903 0.274182
3.7445 0.192493 0.243111 0.274931
3.745 0.192795 0.243312 0.275675
3.7455 0.193091 0.243506 0.276412
3.746 0.193383 0.243691 0.277142
3.7465 0.193672 0.243865 0.277862
3.747 0.193961 0.244026 0.278572
3.7475 0.194251 0.244175 0.27927
3.748 0.194545 0.244312 0.279955
3.7485 0.194844 0.244436 0.280625
3.749 0.195152 0.244552 0.281279
3.7495 0.19547 0.244662 0.281916
3.75 0.195802 0.244771 0.282535
3.7505 0.196148 0.244881 0.283135
3.751 0.19651 0.244998 0.283714
3.7515 0.196888 0.245124 0.284273
3.752 0.197284 0.24526 0.28481
3.7525 0.197695 0.245408 0.285328
3.753 0.19812 0.245569 0.285825
3.7535 0.198559 0.245743 0.286303
3.754 0.199007 0.245931 0.286764
3.7545 0.199462 0.246132 0.287209
3.755 0.199921 0.246346 0.28764
3.7555 0.20038 0.246572 0.288058
3.756 0.200838 0.246811 0.288463
3.7565 0.20129 0.247061 0.288858
3.757 0.201736 0.247323 0.289244
3.7575 0.202173 0.247595 0.289621
3.758 0.2026 0.247877 0.289991
3.7585 0.203017 0.248169 0.290355
3.759 0.203424 0.248469 0.290716
3.7595 0.203819 0.248779 0.291075
3.76 0.204205 0.249098 0.291434
3.7605 0.20458 0.249425 0.291795
3.761 0.204945 0.249762 0.292157
3.7615 0.205302 0.250108 0.292522
3.762 0.205651 0.250464 0.29289
3.7625 0.205992 0.250831 0.293261
3.763 0.206327 0.251209 0.293636
3.7635 0.206656 0.2516 0.294014
3.764 0.206982 0.252004 0.294398
3.7645 0.207305 0.252423 0.294787
3.765 0.207626 0.252857 0.295183
3.7655 0.207946 0.253308 0.295588
3.766 0.208266 0.253777 0.296002
3.7665 0.208586 0.254263 0.296426
3.767 0.208908 0.254767 0.296862
3.7675 0.209232 0.255289 0.297309
3.768 0.209558 0.255828 0.297769
3.7685 0.209888 0.256385 0.298243
3.769 0.21022 0.25696 0.298729
3.7695 0.210556 0.257551 0.299229
3.77 0.210895 0.25816 0.299744
3.7705 0.211237 0.258785 0.300272
3.771 0.21158 0.259428 0.300815
3.7715 0.211924 0.260089 0.301373
3.772 0.212269 0.260768 0.301946
3.7725 0.212613 0.261465 0.302531
3.773 0.212956 0.262181 0.30313
3.7735 0.213297 0.262915 0.303741
3.774 0.213636 0.263667 0.304362
3.7745 0.213974 0.264434 0.304991
3.775 0.21431 0.265215 0.305627
3.7755 0.214646 0.266008 0.306269
3.776 0.214982 0.26681 0.306912
3.7765 0.215317 0.267619 0.307556
3.777 0.215653 0.268433 0.308199
3.7775 0.215988 0.269248 0.308839
3.778 0.216322 0.270062 0.309475
3.7785 0.216653 0.270874 0.310106
3.779 0.216981 0.27168 0.310732
3.7795 0.217304 0.272479 0.311351
3.78 0.217619 0.273269 0.311966
3.7805 0.217928 0.274048 0.312575
3.781 0.218228 0.274813 0.313182
3.7815 0.21852 0.275565 0.313786
3.782 0.218802 0.276301 0.31439
3.7825 0.219075 0.277021 0.314994
3.783 0.219339 0.277723 0.315602
3.7835 0.219595 0.278408 0.316213
3.784 0.219844 0.279076 0.31683
3.7845 0.220086 0.279725 0.317452
3.785 0.220324 0.280357 0.31808
3.7855 0.220558 0.280972 0.318712
3.786 0.220792 0.281571 0.319347
3.7865 0.221027 0.282154 0.319981
3.787 0.221266 0.282722 0.320612
3.7875 0.221509 0.283275 0.321237
3.788 0.221758 0.283814 0.321852
3.7885 0.222015 0.28434 0.322456
3.789 0.22228 0.284852 0.323047
3.7895 0.222552 0.285351 0.323622
3.79 0.222832 0.285835 0.324182
3.7905 0.22312 0.286306 0.324724
3.791 0.223417 0.286761 0.325252
3.7915 0.223723 0.287202 0.325763
3.792 0.224039 0.287628 0.32626
3.7925 0.224368 0.288038 0.326745
3.793 0.224709 0.288435 0.327218
3.7935 0.225064 0.28882 0.327681
3.794 0.225434 0.289192 0.328135
3.7945 0.225819 0.289556 0.328583
3.795 0.226217 0.28991 0.329025
3.7955 0.226628 0.290259 0.329461
3.796 0.227049 0.290601 0.329892
3.7965 0.22748 0.29094 0.330318
3.797 0.22792 0.291277 0.330739
3.7975 0.228365 0.291613 0.331153
3.798 0.228816 0.291949 0.33156
3.7985 0.229272 0.292288 0.331959
3.799 0.229731 0.292631 0.332347
3.7995 0.230194 0.292979 0.332724
3.8 0.23066 0.293334 0.333088
3.8005 0.23113 0.293697 0.333439
3.801 0.231604 0.294069 0.333776
3.8015 0.232085 0.294453 0.334099
3.802 0.232573 0.294849 0.334408
3.8025 0.233069 0.295256 0.334706
3.803 0.233576 0.295675 0.334993
3.8035 0.234093 0.296107 0.335271
3.804 0.234621 0.29655 0.335544
3.8045 0.235159 0.297004 0.335814
3.805 0.235706 0.297468 0.336083
3.8055 0.236261 0.297941 0.336356
3.806 0.236825 0.298423 0.336635
3.8065 0.237398 0.298911 0.336923
3.807 0.23798 0.299406 0.337222
3.8075 0.238575 0.299906 0.337536
3.808 0.239183 0.300412 0.337864
3.8085 0.239805 0.300921 0.338207
3.809 0.240444 0.301437 0.338567
3.8095 0.2411 0.301958 0.33894
3.81 0.241773 0.302485 0.339327
3.8105 0.242462 0.303019 0.339726
3.811 0.243166 0.303558 0.340132
3.8115 0.243885 0.304101 0.340546
3.812 0.244616 0.304643 0.340962
3.8125 0.245358 0.305182 0.34138
3.813 0.246108 0.305715 0.341797
3.8135 0.246863 0.306236 0.342213
3.814 0.247621 0.306743 0.342624
3.8145 0.24838 0.307232 0.343032
3.815 0.249137 0.307701 0.343436
3.8155 0.249889 0.308148 0.343835
3.816 0.250636 0.308571 0.34423
3.8165 0.251374 0.30897 0.344621
3.817 0.252103 0.309346 0.345008
3.8175 0.252819 0.309696 0.345391
3.818 0.253522 0.310023 0.34577
3.8185 0.25421 0.310327 0.346148
3.819 0.254882 0.310609 0.346525
3.8195 0.255537 0.31087 0.346904
3.82 0.256177 0.31111 0.347286
3.8205 0.256804 0.311334 0.347673
3.821 0.257419 0.311542 0.34807
3.8215 0.258026 0.311737 0.348478
3.822 0.258626 0.311922 0.348902
3.8225 0.259222 0.3121 0.349341
3.823 0.259816 0.312274 0.349799
3.8235 0.260407 0.312445 0.350276
3.824 0.260997 0.312617 0.350775
3.8245 0.261583 0.312792 0.351296
3.825 0.262166 0.312972 0.351837
3.8255 0.262743 0.313158 0.3524
3.826 0.263312 0.31335 0.352983
3.8265 0.263869 0.31355 0.353584
3.827 0.264416 0.313756 0.354201
3.8275 0.264948 0.313968 0.354831
3.828 0.265466 0.314186 0.355473
3.8285 0.265971 0.314408 0.356123
3.829 0.266461 0.314632 0.356779
3.8295 0.266938 0.314858 0.357439
3.83 0.267405 0.315084 0.3581
3.8305 0.267863 0.31531 0.35876
3.831 0.268315 0.315535 0.359419
3.8315 0.268762 0.31576 0.360075
3.832 0.269205 0.315986 0.360729
3.8325 0.269646 0.316214 0.361379
3.833 0.270087 0.316448 0.362027
3.8335 0.270527 0.316688 0.362672
3.834 0.270967 0.316938 0.363315
3.8345 0.271405 0.317199 0.363956
