# t(1)   sumvx(2)   sumvy(3)   sumvz(4)    kenergy(5)   penergy(6)   energy(7)   red_temp(8)
2.1175 0.214058 0.173584 0.240408 11575.6 10534.7 22110.3 4.65818
2.1185 0.212278 0.174145 0.242505 11639.5 10477.9 22117.4 4.6839
2.1195 0.214705 0.172709 0.241862 11689.3 10400.8 22090.1 4.70393
2.1205 0.215671 0.171842 0.240871 11722.8 10372 22094.8 4.71741
2.1215 0.211449 0.172052 0.24222 11738.2 10355.3 22093.6 4.72364
2.1225 0.209884 0.173895 0.24553 11734.7 10351.7 22086.4 4.72223
2.1235 0.214294 0.167234 0.242207 11712.8 10364.2 22077 4.7134
2.1245 0.212418 0.160619 0.241997 11675.1 10393.7 22068.8 4.69825
2.1255 0.209309 0.159692 0.239098 11627.2 10451.3 22078.5 4.67893
2.1265 0.207132 0.151573 0.233404 11576.8 10517.2 22094 4.65867
2.1275 0.20695 0.152982 0.231965 11532.9 10569.5 22102.4 4.64099
2.1285 0.211508 0.155402 0.231976 11502 10595.6 22097.6 4.62859
2.1295 0.212321 0.159002 0.227899 11486.4 10604 22090.4 4.62229
2.1305 0.21664 0.159208 0.230501 11482.6 10620.8 22103.4 4.62075
2.1315 0.216175 0.1585 0.228837 11483.5 10613.7 22097.3 4.62114
2.1325 0.219609 0.16832 0.218644 11482.6 10602.8 22085.3 4.62075
2.1335 0.217191 0.169197 0.216917 11476.5 10631.4 22107.9 4.61831
2.1345 0.222812 0.170087 0.223111 11467 10649.3 22116.3 4.6145
2.1355 0.224862 0.170944 0.22638 11460 10668.3 22128.3 4.61167
2.1365 0.222822 0.169483 0.226489 11462.9 10686.9 22149.8 4.61285
2.1375 0.221039 0.169821 0.225996 11482.7 10659 22141.6 4.62079
2.1385 0.222969 0.178249 0.223601 11523.3 10626.6 22149.9 4.63715
2.1395 0.222273 0.181074 0.226498 11585 10570.8 22155.9 4.66198
2.1405 0.220373 0.181321 0.227185 11663.8 10482.5 22146.3 4.6937
2.1415 0.215866 0.179221 0.227566 11752.9 10390.9 22143.8 4.72954
2.1425 0.212729 0.175094 0.223886 11844.2 10320.9 22165.1 4.76629
2.1435 0.221483 0.17578 0.221959 11930.7 10233.2 22163.8 4.80107
2.1445 0.216249 0.176511 0.222136 12006.9 10164 22171 4.83176
2.1455 0.216583 0.175453 0.220205 12069.9 10097.5 22167.4 4.8571
2.1465 0.21868 0.172525 0.219195 12118.8 10041.5 22160.2 4.87677
2.1475 0.220807 0.177776 0.217821 12154.4 9989.37 22143.8 4.8911
2.1485 0.220241 0.176562 0.220907 12179 9960.19 22139.1 4.90099
2.1495 0.216357 0.179973 0.224404 12195.6 9939.94 22135.6 4.90771
2.1505 0.212323 0.180547 0.222958 12208.1 9921.69 22129.8 4.9127
2.1515 0.205531 0.180299 0.223465 12219.3 9902.11 22121.4 4.91723
2.1525 0.202917 0.173907 0.223539 12231.4 9897.13 22128.6 4.9221
2.1535 0.203711 0.170457 0.222979 12244.9 9894.42 22139.4 4.92754
2.1545 0.206089 0.169968 0.224433 12259.8 9898.49 22158.3 4.93351
2.1555 0.207866 0.166789 0.223179 12276.2 9878.57 22154.8 4.94013
2.1565 0.206477 0.164187 0.225227 12295.1 9876.27 22171.4 4.94773
2.1575 0.2065 0.164841 0.223184 12317.1 9868.52 22185.7 4.95659
2.1585 0.210012 0.169612 0.221277 12342 9830.51 22172.5 4.9666
2.1595 0.204801 0.168202 0.217646 12368.1 9820.91 22189.1 4.97712
2.1605 0.2021 0.168481 0.214862 12393.4 9798.05 22191.4 4.98726
2.1615 0.205863 0.168206 0.212201 12415.2 9783.34 22198.5 4.99604
2.1625 0.20715 0.170865 0.209615 12431.5 9756.3 22187.8 5.00262
2.1635 0.203832 0.167568 0.213556 12441.2 9741.86 22183 5.00651
2.1645 0.204465 0.169314 0.215776 12443.7 9733.38 22177.1 5.00754
2.1655 0.20636 0.175543 0.210917 12439 9710.77 22149.8 5.00564
2.1665 0.199294 0.178021 0.206684 12427.2 9714.32 22141.5 5.00087
2.1675 0.199511 0.176865 0.204702 12408 9739.41 22147.4 4.99316
2.1685 0.198103 0.178643 0.205091 12381 9741.55 22122.5 4.98229
2.1695 0.200269 0.173687 0.205227 12345.5 9784.1 22129.6 4.96801
2.1705 0.199827 0.167059 0.210958 12301.6 9804.2 22105.8 4.95035
2.1715 0.196802 0.165199 0.212358 12251.2 9846.36 22097.6 4.93007
2.1725 0.196521 0.163128 0.210579 12198.3 9888.72 22087 4.90878
2.1735 0.193211 0.164684 0.215116 12148.2 9957.84 22106.1 4.88861
2.1745 0.195013 0.161161 0.214578 12105.6 9988.62 22094.2 4.87146
2.1755 0.193326 0.158913 0.213866 12072.7 10032.2 22104.9 4.85823
2.1765 0.194351 0.156474 0.214932 12048.8 10040.5 22089.3 4.84862
2.1775 0.192361 0.150471 0.216211 12030.9 10051.2 22082.1 4.84141
2.1785 0.189774 0.147509 0.215869 12015.3 10075.1 22090.4 4.83512
2.1795 0.182848 0.1523 0.215612 11999.7 10115.6 22115.3 4.82885
2.1805 0.185049 0.14795 0.219609 11983.1 10145.3 22128.4 4.82219
2.1815 0.184143 0.145197 0.219962 11965 10165.7 22130.7 4.81488
2.1825 0.183128 0.143638 0.219858 11943.2 10189.8 22133 4.80612
2.1835 0.184338 0.143043 0.216383 11914.3 10213.9 22128.2 4.7945
2.1845 0.18351 0.143151 0.221138 11874.2 10248 22122.2 4.77835
2.1855 0.184053 0.14832 0.220493 11820.2 10319.8 22140 4.75661
2.1865 0.182317 0.148448 0.217142 11752.8 10393.2 22146 4.72948
2.1875 0.185666 0.147361 0.214979 11676.1 10474.8 22150.9 4.69862
2.1885 0.184282 0.146414 0.215313 11597.1 10531.4 22128.5 4.66685
2.1895 0.180172 0.149121 0.214632 11524.1 10604.4 22128.5 4.63748
2.1905 0.176693 0.154504 0.222111 11464.6 10659.3 22123.9 4.61353
2.1915 0.178658 0.157679 0.221221 11423.5 10713.5 22137 4.59697
2.1925 0.181578 0.157683 0.218999 11402.4 10742.9 22145.3 4.58849
2.1935 0.18382 0.160204 0.21401 11400.1 10739.2 22139.3 4.58757
2.1945 0.182767 0.157658 0.210323 11413.5 10716.3 22129.8 4.59295
2.1955 0.18345 0.156374 0.21108 11438.7 10687.4 22126.1 4.60308
2.1965 0.184127 0.153601 0.207592 11471.9 10649.3 22121.2 4.61648
2.1975 0.1867 0.155261 0.206961 11510.5 10621.4 22131.8 4.63198
2.1985 0.189244 0.158297 0.207081 11552.1 10578.6 22130.7 4.64874
2.1995 0.191103 0.161254 0.208212 11595.4 10550.8 22146.2 4.66616
2.2005 0.192895 0.166862 0.210493 11639.2 10514 22153.2 4.68378
2.2015 0.197121 0.166392 0.212282 11682.4 10453 22135.4 4.70115
2.2025 0.196757 0.172283 0.21686 11723.8 10412.7 22136.6 4.71785
2.2035 0.197274 0.177622 0.212786 11762.5 10377.6 22140.1 4.73338
2.2045 0.196971 0.179395 0.210405 11797 10357.2 22154.3 4.74729
2.2055 0.201102 0.181092 0.20833 11826.4 10343.2 22169.6 4.75912
2.2065 0.205542 0.180123 0.211138 11850.3 10321.7 22172.1 4.76874
2.2075 0.203582 0.179134 0.212373 11869.1 10314.8 22183.9 4.77629
2.2085 0.204887 0.17678 0.214785 11884.4 10283 22167.3 4.78245
2.2095 0.205043 0.176878 0.216083 11898.4 10249.9 22148.3 4.78809
2.2105 0.202657 0.173438 0.21225 11912.9 10260.4 22173.3 4.79393
2.2115 0.203476 0.175365 0.217452 11928.2 10262.8 22191 4.80009
2.2125 0.200652 0.175487 0.223149 11942.6 10244.8 22187.4 4.8059
2.2135 0.198876 0.17464 0.22605 11953.2 10243.7 22196.9 4.81016
2.2145 0.196526 0.174815 0.226163 11957 10236.3 22193.3 4.81167
2.2155 0.195929 0.17106 0.23208 11952.3 10248.2 22200.4 4.80977
2.2165 0.191916 0.169311 0.230931 11938.4 10251.3 22189.7 4.80417
2.2175 0.186962 0.171239 0.229471 11915.4 10273.1 22188.5 4.79494
2.2185 0.19029 0.167656 0.22074 11883.6 10306 22189.7 4.78215
2.2195 0.182979 0.168251 0.219023 11843.5 10346.2 22189.7 4.76599
2.2205 0.181215 0.168814 0.218464 11796.2 10384 22180.1 4.74694
2.2215 0.182271 0.166498 0.217042 11744.5 10432.3 22176.8 4.72614
2.2225 0.180567 0.169202 0.222369 11692.3 10470.2 22162.6 4.70517
2.2235 0.182854 0.164934 0.225756 11644.6 10496.6 22141.2 4.68594
2.2245 0.184676 0.162544 0.222086 11605.4 10516.9 22122.3 4.67018
2.2255 0.181343 0.161147 0.219296 11578.1 10550 22128.1 4.6592
2.2265 0.181737 0.16139 0.217105 11564.7 10565.8 22130.6 4.65382
2.2275 0.181231 0.167428 0.210431 11565.6 10582.7 22148.3 4.65416
2.2285 0.18178 0.164673 0.21082 11579 10594.2 22173.3 4.65957
2.2295 0.175992 0.161464 0.21208 11601.2 10582.5 22183.8 4.6685
2.2305 0.175572 0.161743 0.212 11627.2 10541.1 22168.3 4.67896
2.2315 0.170443 0.156019 0.21011 11651.8 10484.4 22136.3 4.68887
2.2325 0.175832 0.155645 0.211032 11670.8 10438.1 22108.9 4.69648
2.2335 0.174611 0.154565 0.212659 11680.9 10433.9 22114.8 4.70057
2.2345 0.170038 0.151729 0.210674 11680.6 10436.6 22117.1 4.70043
2.2355 0.166571 0.14615 0.21216 11669.1 10449.3 22118.4 4.6958
2.2365 0.165978 0.148517 0.212075 11646.4 10479.1 22125.5 4.68669
2.2375 0.163593 0.148568 0.210205 11613.1 10522 22135.1 4.67328
2.2385 0.162012 0.148725 0.204621 11569.8 10578.4 22148.1 4.65584
2.2395 0.155878 0.141086 0.203703 11517.4 10620.1 22137.5 4.63477
2.2405 0.156189 0.139337 0.207223 11457.8 10678.5 22136.3 4.61079
2.2415 0.156695 0.137205 0.207248 11394 10738.9 22132.9 4.58512
2.2425 0.156331 0.137459 0.210165 11330.5 10790.6 22121 4.55954
2.2435 0.159556 0.140297 0.211554 11272.9 10837.5 22110.4 4.53637
2.2445 0.159957 0.14245 0.210267 11227.6 10898.3 22125.9 4.51814
2.2455 0.164822 0.149517 0.216552 11200.4 10897.1 22097.5 4.50719
2.2465 0.167348 0.140312 0.218486 11195 10933.4 22128.4 4.50501
2.2475 0.169095 0.135434 0.22042 11212 10896.1 22108.2 4.51188
2.2485 0.165502 0.139287 0.220389 11249.1 10855.4 22104.5 4.52682
2.2495 0.164935 0.143732 0.222441 11301.6 10806.5 22108 4.54792
2.2505 0.169655 0.145271 0.221801 11363.4 10736.3 22099.7 4.57279
2.2515 0.171154 0.143963 0.221938 11429.1 10693 22122.2 4.59924
2.2525 0.166243 0.146451 0.227546 11494.5 10625.3 22119.8 4.62556
2.2535 0.175626 0.148677 0.226491 11556.9 10558 22114.9 4.65068
2.2545 0.173184 0.147462 0.225933 11615.3 10481.9 22097.2 4.67417
2.2555 0.17588 0.148962 0.228124 11669.3 10433.8 22103.1 4.69589
2.2565 0.173181 0.150007 0.222842 11718.8 10368.9 22087.7 4.71581
2.2575 0.177132 0.150814 0.220846 11763.2 10324.5 22087.7 4.73366
2.2585 0.181362 0.14656 0.218658 11801.3 10289.9 22091.2 4.74901
2.2595 0.17882 0.148811 0.216973 11831.9 10234.3 22066.2 4.76132
2.2605 0.17675 0.150382 0.216374 11854.3 10209.5 22063.8 4.77035
2.2615 0.174549 0.148921 0.214042 11869.2 10195.8 22065 4.77635
2.2625 0.173239 0.146627 0.216776 11878.6 10198.4 22076.9 4.78012
2.2635 0.173156 0.149223 0.218885 11885.3 10172.7 22058 4.78281
2.2645 0.176889 0.14855 0.218923 11892.4 10191.8 22084.2 4.78568
2.2655 0.179923 0.148391 0.214288 11902.4 10175.9 22078.3 4.7897
2.2665 0.18043 0.146605 0.216053 11916.2 10181.1 22097.3 4.79526
2.2675 0.178672 0.146953 0.216632 11933.2 10161.7 22094.9 4.8021
2.2685 0.174564 0.148127 0.218926 11951.5 10143.4 22094.9 4.80947
2.2695 0.171938 0.149691 0.218452 11968.6 10126.3 22095 4.81636
2.2705 0.175534 0.15555 0.222995 11982.3 10098.3 22080.6 4.82185
2.2715 0.177125 0.158394 0.228727 11990.6 10075.8 22066.4 4.8252
2.2725 0.180207 0.159563 0.233289 11992.3 10070.5 22062.8 4.82588
2.2735 0.182792 0.159649 0.233652 11986.5 10064.4 22050.9 4.82356
2.2745 0.185526 0.153771 0.233834 11973.4 10082.4 22055.8 4.81826
2.2755 0.185287 0.152214 0.237527 11953.7 10077.1 22030.9 4.81035
2.2765 0.182935 0.153209 0.239828 11929.5 10108.5 22037.9 4.80059
2.2775 0.182752 0.15736 0.239396 11903.4 10153.6 22057 4.7901
2.2785 0.190609 0.157911 0.238012 11878.3 10165.6 22044 4.78001
2.2795 0.19426 0.158278 0.242197 11856.5 10181.5 22038 4.77121
2.2805 0.197869 0.161848 0.245511 11838.5 10231.5 22070 4.764
2.2815 0.203784 0.163241 0.250101 11823.7 10247.5 22071.2 4.75803
2.2825 0.208102 0.158842 0.250201 11810 10236.2 22046.2 4.75253
2.2835 0.213499 0.158889 0.255544 11795.3 10262.7 22058 4.74659
2.2845 0.212695 0.157939 0.257286 11777.7 10280.3 22058 4.73953
2.2855 0.212517 0.160548 0.25777 11756.2 10287.6 22043.8 4.73087
2.2865 0.210718 0.160964 0.252962 11730.2 10311.2 22041.4 4.7204
2.2875 0.206149 0.159121 0.250076 11699.7 10355.9 22055.6 4.70813
2.2885 0.20677 0.163439 0.247502 11665.3 10396.3 22061.7 4.6943
2.2895 0.20962 0.165961 0.249609 11628.9 10428 22056.9 4.67963
2.2905 0.211484 0.168698 0.254313 11592.7 10469 22061.7 4.66506
2.2915 0.206824 0.166773 0.255977 11559.1 10502.6 22061.7 4.65156
2.2925 0.206608 0.169335 0.257067 11529.9 10524.8 22054.6 4.63978
2.2935 0.21309 0.178079 0.256413 11505.4 10526.6 22032 4.62994
2.2945 0.212805 0.17715 0.254141 11486.4 10540.9 22027.2 4.62229
2.2955 0.213599 0.181411 0.25049 11475.1 10564.1 22039.3 4.61775
2.2965 0.217119 0.185126 0.251478 11476.3 10557.1 22033.4 4.61821
2.2975 0.223885 0.182101 0.256851 11494.2 10522.6 22016.8 4.62543
2.2985 0.219941 0.181105 0.259571 11529.1 10468.6 21997.7 4.63947
2.2995 0.212876 0.176218 0.262969 11574.9 10409.6 21984.5 4.65793
2.3005 0.209696 0.177596 0.26233 11621.9 10366 21988 4.67684
2.3015 0.212309 0.183597 0.266275 11660.5 10344 22004.5 4.69235
2.3025 0.211535 0.186481 0.262853 11684 10322.8 22006.8 4.7018
2.3035 0.216995 0.189485 0.26533 11689.7 10330.2 22019.8 4.70409
2.3045 0.215954 0.190666 0.265241 11678.8 10344.7 22023.5 4.69971
2.3055 0.212865 0.190126 0.268209 11655.9 10362.9 22018.8 4.69051
2.3065 0.21277 0.190484 0.270749 11628.1 10409.8 22037.9 4.67931
2.3075 0.214806 0.191347 0.271959 11602.7 10434.1 22036.9 4.66911
2.3085 0.215599 0.193924 0.272402 11585.1 10442.3 22027.4 4.662
2.3095 0.213621 0.1935 0.268984 11577.3 10450.1 22027.3 4.65886
2.3105 0.215458 0.193926 0.267214 11579 10456.7 22035.7 4.65955
2.3115 0.220503 0.191662 0.270561 11589 10438.3 22027.3 4.66359
2.3125 0.21915 0.193568 0.272838 11606.5 10442.2 22048.7 4.67061
2.3135 0.219376 0.193013 0.27916 11630 10412.7 22042.7 4.68007
2.3145 0.216787 0.195151 0.276034 11657.2 10391.3 22048.6 4.69104
2.3155 0.21384 0.194417 0.27362 11684.7 10357.9 22042.6 4.70209
2.3165 0.216575 0.192051 0.274163 11708.7 10316.1 22024.8 4.71176
2.3175 0.216297 0.190478 0.27161 11726.8 10312.2 22039 4.71903
2.3185 0.215672 0.189607 0.275013 11738.5 10308.8 22047.3 4.72376
2.3195 0.213868 0.193502 0.277113 11745.2 10324.8 22070 4.72644
2.3205 0.214746 0.19455 0.276988 11749.1 10330.4 22079.5 4.728
2.3215 0.223351 0.190026 0.270306 11752.7 10322.1 22074.8 4.72945
2.3225 0.224811 0.19064 0.269881 11758 10314.4 22072.4 4.73159
2.3235 0.222067 0.188667 0.26938 11765.8 10299.6 22065.4 4.73473
2.3245 0.213989 0.185795 0.265511 11775.7 10300.3 22076 4.7387
2.3255 0.217401 0.181137 0.265297 11786 10294.8 22080.8 4.74285
2.3265 0.22007 0.183822 0.26755 11794.5 10283.9 22078.4 4.74627
2.3275 0.219712 0.180126 0.267163 11799 10268.6 22067.6 4.74809
2.3285 0.219429 0.183694 0.267158 11798.5 10266.8 22065.3 4.74789
2.3295 0.222868 0.178099 0.273216 11793.8 10260.8 22054.6 4.74599
2.3305 0.230179 0.17814 0.27255 11787.7 10264.6 22052.3 4.74354
2.3315 0.227839 0.177456 0.276677 11783.8 10297 22080.8 4.74199
2.3325 0.229769 0.176347 0.275094 11784.8 10300.8 22085.6 4.74238
2.3335 0.229209 0.175927 0.27573 11791 10294.5 22085.6 4.74488
2.3345 0.223689 0.175755 0.275138 11801.6 10268.6 22070.1 4.74912
2.3355 0.219319 0.181936 0.274892 11815.9 10254.3 22070.2 4.75488
2.3365 0.224803 0.181286 0.273128 11834.8 10227.1 22061.9 4.76248
2.3375 0.221055 0.182486 0.271863 11860.1 10211.3 22071.4 4.77267
2.3385 0.224911 0.179112 0.275558 11893.7 10195.6 22089.3 4.78618
2.3395 0.224864 0.178208 0.277511 11935.9 10137.9 22073.7 4.80317
2.3405 0.218941 0.177335 0.278056 11985 10109 22093.9 4.82292
2.3415 0.218573 0.174044 0.277419 12036.6 10070.3 22106.9 4.84372
2.3425 0.219645 0.173652 0.27932 12084.9 9994.6 22079.5 4.86313
2.3435 0.219201 0.175925 0.274544 12123.3 9946.62 22069.9 4.87859
2.3445 0.219156 0.176388 0.270384 12147 9897.83 22044.9 4.88814
2.3455 0.22075 0.177503 0.266015 12153.8 9906.72 22060.5 4.89085
2.3465 0.217532 0.180143 0.269656 12144.1 9915.17 22059.3 4.88697
2.3475 0.217965 0.183472 0.267941 12121.6 9948.49 22070.1 4.87792
2.3485 0.219867 0.180493 0.261396 12091.4 9979.95 22071.4 4.86577
2.3495 0.221084 0.180296 0.261537 12059.1 10012.5 22071.5 4.85274
