# t(1)   sumvx(2)   sumvy(3)   sumvz(4)    kenergy(5)   penergy(6)   energy(7)   red_temp(8)
0.0815 0.0130372 -0.0324769 -0.0704328 15151.2 8859.08 24010.3 6.09706
0.0825 0.0188527 -0.0368371 -0.0766202 15266.5 8735.14 24001.6 6.14346
0.0835 0.0170469 -0.0376515 -0.077489 15386.5 8624.33 24010.8 6.19175
0.0845 0.0147734 -0.0418801 -0.0813399 15491.6 8519.22 24010.8 6.23403
0.0855 0.014699 -0.0394502 -0.0833693 15569.2 8435.56 24004.8 6.26527
0.0865 0.0159101 -0.0419488 -0.0892611 15614.4 8393.99 24008.4 6.28346
0.0875 0.0132573 -0.0406594 -0.0901861 15627.7 8391.5 24019.2 6.2888
0.0885 0.012193 -0.0453286 -0.0892839 15613.5 8418.86 24032.3 6.28308
0.0895 0.0219166 -0.0494275 -0.0879641 15577.5 8460.85 24038.3 6.2686
0.0905 0.0206463 -0.0547776 -0.0851097 15525 8489.66 24014.7 6.24749
0.0915 0.01913 -0.0522351 -0.0864428 15460 8548.62 24008.6 6.22134
0.0925 0.0176175 -0.0529695 -0.0848225 15386 8602.4 23988.4 6.19155
0.0935 0.0191376 -0.0541253 -0.0831002 15305.4 8681.96 23987.3 6.1591
0.0945 0.020488 -0.0550923 -0.0815095 15219.6 8758.24 23977.9 6.12459
0.0955 0.0192978 -0.0569501 -0.0857991 15129.9 8851.47 23981.4 6.08851
0.0965 0.0142627 -0.054657 -0.0848092 15037.9 8949.45 23987.4 6.05147
0.0975 0.013618 -0.0560627 -0.0846938 14945.3 9026.75 23972.1 6.01421
0.0985 0.0165439 -0.0604744 -0.0858811 14853.4 9096.1 23949.5 5.97724
0.0995 0.0213177 -0.0666924 -0.0908765 14763.1 9155.61 23918.7 5.94087
0.1005 0.0271523 -0.0669997 -0.0942734 14676.3 9233.08 23909.4 5.90594
0.1015 0.02399 -0.0650218 -0.0950812 14597.7 9299.85 23897.6 5.87433
0.1025 0.0300331 -0.0624173 -0.0865622 14534.4 9359.77 23894.1 5.84883
0.1035 0.0297697 -0.0574727 -0.0851164 14492.5 9385.08 23877.6 5.83201
0.1045 0.0279272 -0.0603396 -0.0799932 14475.2 9405.94 23881.1 5.82502
0.1055 0.0262526 -0.0603482 -0.0764227 14480.7 9389.76 23870.4 5.82723
0.1065 0.0301303 -0.0604606 -0.0768423 14503.8 9360.5 23864.3 5.83654
0.1075 0.0324515 -0.0582709 -0.0708838 14537.4 9333.98 23871.4 5.85005
0.1085 0.0360165 -0.0508723 -0.0667467 14573.7 9277.41 23851.1 5.86465
0.1095 0.0356638 -0.044249 -0.0688792 14605.2 9239.88 23845 5.87733
0.1105 0.0378892 -0.0404643 -0.0680476 14626.2 9192.74 23818.9 5.88578
0.1115 0.0369051 -0.0429424 -0.0562477 14634.3 9202.42 23836.7 5.88905
0.1125 0.0319381 -0.0422688 -0.0583287 14631.5 9204.14 23835.6 5.88792
0.1135 0.026731 -0.0383184 -0.0586497 14623.3 9210.06 23833.4 5.88463
0.1145 0.0283771 -0.0400944 -0.0523554 14615.6 9213.02 23828.6 5.88152
0.1155 0.0241389 -0.0382745 -0.0539843 14610.5 9189.63 23800.1 5.87946
0.1165 0.0220299 -0.0348833 -0.0548478 14605.4 9164.84 23770.3 5.87744
0.1175 0.0241261 -0.0310438 -0.0527729 14595.1 9131.21 23726.3 5.87328
0.1185 0.0278091 -0.0401878 -0.051948 14573.7 9132.41 23706.1 5.86465
0.1195 0.0267317 -0.0358849 -0.056976 14537.1 9169.01 23706.1 5.84993
0.1205 0.0251772 -0.0332088 -0.0665346 14483.5 9221.38 23704.9 5.82837
0.1215 0.0240157 -0.0353971 -0.0715719 14414 9269.55 23683.5 5.8004
0.1225 0.0205302 -0.0389333 -0.0765792 14332.7 9354.47 23687.2 5.7677
0.1235 0.0191747 -0.0407238 -0.0759759 14246.3 9433.98 23680.2 5.7329
0.1245 0.020979 -0.0440154 -0.0751927 14161.7 9513.79 23675.5 5.69889
0.1255 0.0223465 -0.0446615 -0.0737106 14084.9 9578.78 23663.7 5.66796
0.1265 0.0172461 -0.0425258 -0.070696 14018.8 9631.87 23650.7 5.64137
0.1275 0.019968 -0.0398574 -0.0726935 13964.3 9681.63 23645.9 5.61943
0.1285 0.0183504 -0.0393367 -0.0725589 13921.1 9712.92 23634 5.60205
0.1295 0.0178223 -0.0345168 -0.0724874 13888.9 9741.56 23630.4 5.58908
0.1305 0.0244341 -0.028502 -0.0715709 13866.5 9754.53 23621 5.58007
0.1315 0.0253801 -0.0333352 -0.0725055 13852.7 9768.26 23620.9 5.57452
0.1325 0.0274458 -0.0380282 -0.0713244 13847.1 9760.79 23607.8 5.57226
0.1335 0.0276041 -0.0329394 -0.0794134 13850.9 9727.4 23578.3 5.57382
0.1345 0.0260134 -0.0274491 -0.0834808 13866.8 9723.42 23590.2 5.5802
0.1355 0.0267916 -0.0270371 -0.0816612 13896.8 9682.73 23579.6 5.59228
0.1365 0.0238624 -0.0245194 -0.0820274 13941 9626.61 23567.6 5.61007
0.1375 0.0214858 -0.0253043 -0.0878438 13996.8 9568.37 23565.1 5.6325
0.1385 0.0148234 -0.0215926 -0.0853281 14058.9 9495.52 23554.4 5.65749
0.1395 0.0153403 -0.0173507 -0.0844362 14121.2 9434.3 23555.5 5.68258
0.1405 0.00884819 -0.0166101 -0.0914066 14177.7 9383.69 23561.4 5.70532
0.1415 0.00696421 -0.0186052 -0.0970793 14223.3 9337.97 23561.3 5.72367
0.1425 0.00554943 -0.0186756 -0.0998807 14254.4 9308.11 23562.5 5.73619
0.1435 0.0104728 -0.0206194 -0.104373 14269.1 9302.9 23572 5.74209
0.1445 0.0101589 -0.019576 -0.104886 14267.2 9329.8 23597 5.74132
0.1455 0.00941136 -0.0169472 -0.106502 14250.4 9347.81 23598.2 5.73455
0.1465 0.00888252 -0.014925 -0.1025 14222.3 9375.92 23598.3 5.72328
0.1475 0.0120584 -0.0176306 -0.100261 14188.9 9415.42 23604.3 5.70982
0.1485 0.0111965 -0.0222581 -0.0961637 14156.9 9438.02 23594.9 5.69695
0.1495 0.0108757 -0.0254053 -0.0919142 14132.7 9440.89 23573.6 5.68721
0.1505 0.0108104 -0.0269293 -0.0969448 14119.8 9452.64 23572.4 5.682
0.1515 0.0126226 -0.0250332 -0.0959377 14117.3 9432.45 23549.8 5.68102
0.1525 0.0142438 -0.0223858 -0.0990181 14121.8 9420.75 23542.5 5.68281
0.1535 0.0141108 -0.0265591 -0.097868 14129.2 9432.32 23561.5 5.68578
0.1545 0.0169013 -0.0307741 -0.0996799 14136.1 9446.69 23582.8 5.68857
0.1555 0.0151064 -0.0325561 -0.10627 14139.8 9453.68 23593.4 5.69004
0.1565 0.0159924 -0.0329361 -0.103336 14137 9477.81 23614.8 5.68894
0.1575 0.0137904 -0.0336485 -0.105102 14124.3 9489.31 23613.6 5.68383
0.1585 0.0102007 -0.0300031 -0.111749 14098.7 9521.95 23620.7 5.67354
0.1595 0.00888467 -0.032784 -0.108572 14058.8 9545.24 23604 5.65746
0.1605 0.0111659 -0.0327687 -0.108118 14005 9580.06 23585.1 5.63581
0.1615 0.0100391 -0.0364957 -0.106066 13939.9 9651.16 23591.1 5.60961
0.1625 0.00607371 -0.0439777 -0.101092 13867.9 9713.66 23581.6 5.58066
0.1635 0.00702333 -0.0441742 -0.0971775 13795.4 9750.67 23546.1 5.55147
0.1645 0.00738239 -0.0411682 -0.0948694 13729 9807.64 23536.7 5.52476
0.1655 0.00671291 -0.0358334 -0.0920303 13674.5 9862.07 23536.6 5.50283
0.1665 0.00828695 -0.0299568 -0.08584 13634.9 9912.36 23547.2 5.48687
0.1675 0.00917006 -0.0299463 -0.0871551 13608.7 9939.65 23548.3 5.47633
0.1685 0.00950432 -0.0284758 -0.083801 13590.3 9944.87 23535.1 5.46892
0.1695 0.0086875 -0.0252008 -0.0839796 13571.2 9964.93 23536.1 5.46125
0.1705 0.00272846 -0.0300798 -0.0856457 13542.7 9992.14 23534.9 5.4498
0.1715 0.00391579 -0.0338545 -0.088559 13499.2 10013.1 23512.2 5.43226
0.1725 0.00636101 -0.0313826 -0.0872077 13440.4 10042.3 23482.7 5.40863
0.1735 0.0101855 -0.0313978 -0.0814795 13373 10100.4 23473.3 5.38147
0.1745 0.0117476 -0.0325823 -0.0835299 13306.2 10163.7 23469.9 5.35461
0.1755 0.00895333 -0.0364389 -0.0813203 13247.3 10259.3 23506.6 5.3309
0.1765 0.00709152 -0.0377932 -0.0882211 13197.1 10330.8 23527.9 5.31072
0.1775 0.00805807 -0.0360594 -0.084887 13151.4 10382.4 23533.8 5.29232
0.1785 0.00823545 -0.0324793 -0.0782037 13105.3 10414.2 23519.5 5.27375
0.1795 0.00780624 -0.0275164 -0.0741296 13056.3 10452.5 23508.8 5.25403
0.1805 0.014202 -0.0262537 -0.0742784 13005 10506.2 23511.2 5.23339
0.1815 0.014406 -0.0263376 -0.0685182 12953.5 10551.8 23505.3 5.21267
0.1825 0.00917196 -0.0238924 -0.0679813 12903.9 10602.5 23506.4 5.19274
0.1835 0.00438881 -0.0271463 -0.0653062 12858.7 10644.3 23503 5.17454
0.1845 0.0034194 -0.0274596 -0.0569735 12821.4 10690 23511.4 5.15953
0.1855 0.00204039 -0.0293012 -0.0574055 12797.7 10703.1 23500.8 5.14998
0.1865 0.00485182 -0.0306902 -0.0604639 12794.3 10680.5 23474.8 5.14861
0.1875 0.00281286 -0.037734 -0.062376 12816.4 10653.7 23470.1 5.1575
0.1885 -0.000413418 -0.0382237 -0.064496 12864.6 10607.8 23472.4 5.17689
0.1895 -0.00255346 -0.0386643 -0.0637169 12933.6 10520.9 23454.5 5.20466
0.1905 -0.00312948 -0.0356855 -0.0617027 13014.2 10455.6 23469.7 5.2371
0.1915 0.00285387 -0.0360551 -0.0647268 13096 10362.9 23458.9 5.27004
0.1925 0.0024209 -0.0371046 -0.0655012 13169.9 10304.3 23474.3 5.29977
0.1935 0.00206089 -0.0357327 -0.0644484 13229.4 10234.1 23463.6 5.32371
0.1945 0.000923872 -0.0361238 -0.0603933 13271.2 10203 23474.2 5.34053
0.1955 -0.00123143 -0.0317169 -0.0565327 13294.6 10184.5 23479 5.34993
0.1965 0.00382447 -0.0304408 -0.06188 13299.1 10189.4 23488.4 5.35173
0.1975 0.00739193 -0.0298886 -0.0558957 13283 10193.5 23476.5 5.34529
0.1985 0.00563562 -0.0231155 -0.0549029 13243.2 10217.7 23461 5.32926
0.1995 0.0033803 -0.0172279 -0.0559454 13176.6 10287.9 23464.6 5.30247
0.2005 0.00350815 -0.0136707 -0.0552197 13083.3 10398 23481.3 5.2649
0.2015 0.00315921 -0.0117188 -0.0569894 12967.9 10533.7 23501.6 5.21846
0.2025 0.00825602 -0.014854 -0.0641115 12840.2 10641.5 23481.6 5.16707
0.2035 0.0124557 -0.0150456 -0.0610998 12713.9 10750.1 23464 5.11625
0.2045 0.00808358 -0.015964 -0.0590503 12604.6 10858.4 23463 5.07227
0.2055 0.00587308 -0.0198002 -0.0627317 12526.3 10938.1 23464.4 5.04078
0.2065 0.00897056 -0.0232563 -0.0557466 12488.6 10974.6 23463.3 5.02561
0.2075 0.00958854 -0.0236568 -0.0526681 12494.5 10971.2 23465.6 5.02795
0.2085 0.00810122 -0.0242157 -0.052526 12540.5 10936.9 23477.4 5.04649
0.2095 0.00925756 -0.0294476 -0.0560937 12619.2 10903.1 23522.3 5.07815
0.2105 0.0123317 -0.0276566 -0.0581775 12720.7 10780.1 23500.8 5.11901
0.2115 0.014933 -0.0313549 -0.0607166 12835.2 10683.3 23518.5 5.16507
0.2125 0.0169502 -0.0259151 -0.0653486 12953.8 10584.8 23538.6 5.21281
0.2135 0.0203778 -0.024931 -0.0629349 13070.1 10466.1 23536.2 5.25961
0.2145 0.0146261 -0.0256367 -0.0645943 13180 10385.8 23565.9 5.30383
0.2155 0.0120578 -0.0234504 -0.0656562 13281.2 10275.1 23556.4 5.34456
0.2165 0.0127139 -0.0237346 -0.0735869 13371.8 10186.9 23558.7 5.38102
0.2175 0.0120883 -0.0227199 -0.073597 13449 10090.6 23539.7 5.41208
0.2185 0.0103045 -0.0198417 -0.0719032 13508.7 10016.7 23525.3 5.43608
0.2195 -0.000626326 -0.0234427 -0.0733752 13546.3 9976.61 23522.9 5.45124
0.2205 -0.000221491 -0.0228591 -0.0719848 13558.3 9974.09 23532.4 5.45607
0.2215 -0.00381112 -0.0204711 -0.0696368 13543.4 9974.77 23518.2 5.45006
0.2225 -0.0064714 -0.0225425 -0.0710206 13502.8 10036.7 23539.6 5.43373
0.2235 -0.0114248 -0.0249252 -0.0705013 13440.6 10102.7 23543.2 5.40869
0.2245 -0.00972629 -0.021822 -0.0713396 13361.9 10207.5 23569.4 5.37702
0.2255 -0.00901484 -0.019577 -0.065527 13272.3 10272.2 23544.6 5.34098
0.2265 -0.0094173 -0.0198746 -0.0648675 13177.2 10356.9 23534 5.30268
0.2275 -0.00824809 -0.0200253 -0.0620418 13081.1 10456.4 23537.5 5.26401
0.2285 -0.00531054 -0.0194664 -0.0616813 12988.9 10535.6 23524.6 5.22694
0.2295 -0.00651598 -0.0179286 -0.0592411 12906.4 10630.2 23536.5 5.1937
0.2305 -0.00345111 -0.0238907 -0.0601385 12839.8 10687.4 23527.2 5.1669
0.2315 -0.00282359 -0.0221837 -0.0546613 12795.4 10734.2 23529.6 5.14907
0.2325 -0.00402713 -0.0237496 -0.0496196 12778 10736.1 23514.1 5.14207
0.2335 -0.00976849 -0.0239079 -0.0495777 12789.4 10716.5 23505.9 5.14662
0.2345 -0.012579 -0.0270875 -0.0466227 12828.1 10659.9 23488 5.16221
0.2355 -0.0164527 -0.0204346 -0.0426641 12891 10599.3 23490.3 5.18752
0.2365 -0.019576 -0.0227387 -0.036954 12973.7 10503.5 23477.2 5.22081
0.2375 -0.0213403 -0.023855 -0.0367441 13070.8 10401.5 23472.3 5.25989
0.2385 -0.0216856 -0.0269296 -0.0381216 13174.3 10319.3 23493.6 5.30155
0.2395 -0.0247124 -0.0257185 -0.0363491 13273.7 10239.9 23513.6 5.34151
0.2405 -0.0268057 -0.0252092 -0.0332983 13357.5 10153.6 23511.1 5.37523
0.2415 -0.0248663 -0.0298288 -0.0362201 13416.6 10102.7 23519.3 5.39902
0.2425 -0.0233355 -0.0285585 -0.0372529 13446 10066.2 23512.2 5.41088
0.2435 -0.0255194 -0.0238473 -0.0399566 13444.8 10061.6 23506.4 5.41037
0.2445 -0.0283098 -0.0210378 -0.0355077 13414.8 10074.9 23489.7 5.39831
0.2455 -0.0257721 -0.0236447 -0.03369 13360.4 10143.7 23504.1 5.3764
0.2465 -0.0273686 -0.0271201 -0.0362942 13287.8 10231.9 23519.7 5.3472
0.2475 -0.0281325 -0.0290141 -0.0353861 13205.2 10302.7 23508 5.31398
0.2485 -0.0285444 -0.0328363 -0.0312252 13122 10357.6 23479.6 5.28048
0.2495 -0.0276518 -0.0291303 -0.0296497 13046.3 10426.2 23472.5 5.25002
0.2505 -0.0312224 -0.0323271 -0.0273609 12983.7 10492.4 23476.1 5.22482
0.2515 -0.0277949 -0.0330968 -0.0254116 12935.1 10537.3 23472.5 5.20528
0.2525 -0.0291358 -0.0351958 -0.0240765 12897.8 10590.1 23487.9 5.19027
0.2535 -0.0246382 -0.0388198 -0.0255013 12867.1 10629 23496.1 5.17789
0.2545 -0.0260115 -0.0399895 -0.0234246 12838.7 10646.7 23485.4 5.16647
0.2555 -0.0241575 -0.0399799 -0.0256333 12810.6 10683 23493.6 5.15518
0.2565 -0.0273485 -0.0424538 -0.0208669 12783.2 10718.8 23501.9 5.14413
0.2575 -0.0283957 -0.0454822 -0.0156617 12757.6 10750.3 23507.9 5.13385
0.2585 -0.0258723 -0.0477577 -0.0162721 12735.3 10785.8 23521.1 5.12488
0.2595 -0.0280395 -0.0517669 -0.0183663 12716.9 10795.8 23512.7 5.11747
0.2605 -0.0246315 -0.0501248 -0.0178285 12702.7 10813.7 23516.3 5.11174
0.2615 -0.0225997 -0.0471035 -0.0109906 12692.7 10819 23511.6 5.10772
0.2625 -0.0196583 -0.0499123 -0.0145879 12686.8 10826.1 23512.8 5.10533
0.2635 -0.0233014 -0.0478113 -0.0134778 12684.3 10841.5 23525.8 5.10435
0.2645 -0.0251534 -0.0510628 -0.011435 12684.4 10841.4 23525.8 5.10439
0.2655 -0.0281194 -0.0494082 -0.0151486 12685.8 10840 23525.8 5.10496
0.2665 -0.0248617 -0.0508373 -0.0162587 12687.8 10823.7 23511.5 5.10577
0.2675 -0.0257964 -0.0529885 -0.0127473 12690.7 10824.4 23515.2 5.10694
0.2685 -0.0248523 -0.0547323 -0.0114641 12695.9 10814.5 23510.4 5.109
0.2695 -0.0271773 -0.0536423 -0.00832844 12705.7 10816.7 23522.4 5.11295
0.2705 -0.0279098 -0.0585401 -0.00701237 12722.7 10794.9 23517.6 5.1198
0.2715 -0.0315413 -0.0612381 -0.00670147 12748.8 10784.3 23533.1 5.13031
0.2725 -0.0320693 -0.0631082 -0.00438786 12784.5 10753.3 23537.8 5.14467
0.2735 -0.0307078 -0.0651424 -0.00131702 12828.7 10706.7 23535.3 5.16244
0.2745 -0.0341431 -0.0707643 -0.00238132 12879 10651.6 23530.6 5.18271
0.2755 -0.033727 -0.0719322 -0.00216579 12933 10597.5 23530.5 5.20444
0.2765 -0.036302 -0.0698322 -0.000195503 12988.9 10548.8 23537.6 5.22691
0.2775 -0.0357027 -0.0712188 -0.00415897 13045.6 10468.3 23513.9 5.24973
0.2785 -0.0360558 -0.0672497 -0.00157642 13103.2 10448.7 23551.9 5.27293
0.2795 -0.0361493 -0.0651944 -0.00520229 13161.9 10382.9 23544.8 5.29652
0.2805 -0.038054 -0.0612395 -0.00289631 13221.1 10316.6 23537.7 5.32035
0.2815 -0.0352302 -0.0604039 -0.00440693 13278.8 10242.3 23521.1 5.34357
0.2825 -0.0350923 -0.0623341 0.000573158 13331.3 10217 23548.3 5.3647
0.2835 -0.0267668 -0.0639801 0.00320911 13373.6 10177 23550.5 5.38171
0.2845 -0.0265236 -0.0609188 0.00228405 13400.2 10157.4 23557.6 5.39244
0.2855 -0.0259557 -0.0554349 0.00463581 13406.8 10167.4 23574.2 5.3951
0.2865 -0.0260367 -0.0491235 0.00811291 13390.4 10173.1 23563.5 5.3885
0.2875 -0.0282636 -0.0516145 0.00920582 13350.4 10184.6 23535.1 5.37241
0.2885 -0.0330596 -0.0513217 0.0106483 13288.7 10241.7 23530.4 5.34757
0.2895 -0.0317018 -0.0508515 0.0100284 13209.8 10324.4 23534.1 5.3158
0.2905 -0.0301244 -0.0533845 0.0071559 13120.2 10409.2 23529.4 5.27975
0.2915 -0.02859 -0.058738 0.00403738 13028 10503.9 23531.9 5.24267
0.2925 -0.0317771 -0.0592834 0.000322819 12941.6 10584.5 23526 5.20787
0.2935 -0.0329081 -0.062647 -0.00114965 12868.1 10675.9 23544 5.17829
0.2945 -0.0346362 -0.0690633 -6.4373e-05 12812.7 10738.5 23551.1 5.15601
0.2955 -0.0317447 -0.0713619 0.00275373 12777.7 10761.6 23539.3 5.14194
0.2965 -0.0300395 -0.0692552 0.0020833 12762.1 10762.8 23524.9 5.13565
0.2975 -0.0318743 -0.0694145 -0.000422955 12761.8 10755.8 23517.7 5.13554
0.2985 -0.0357193 -0.0726312 -0.00137758 12770.7 10754 23524.7 5.13913
0.2995 -0.0394729 -0.0731072 -0.00382948 12782.5 10726.6 23509.2 5.14388
0.3005 -0.0356336 -0.0758557 -0.00568151 12792.4 10719.1 23511.5 5.14784
0.3015 -0.0340638 -0.07514 -0.00283098 12798 10684.9 23482.9 5.15012
0.3025 -0.0282025 -0.0774679 -0.00653887 12800 10673.5 23473.6 5.15092
0.3035 -0.0319278 -0.0771337 -0.00702429 12801 10688 23489 5.15131
0.3045 -0.0364826 -0.0780978 -0.00831652 12804.4 10677.5 23481.9 5.15269
0.3055 -0.041621 -0.07657 -0.0044713 12812.7 10692.9 23505.6 5.156
0.3065 -0.0430152 -0.0785679 -0.00220633 12825.9 10691.5 23517.5 5.16134
0.3075 -0.0391848 -0.081386 -0.000723362 12842.1 10676.5 23518.5 5.16784
0.3085 -0.0412219 -0.0779479 0.000241756 12857.4 10671.8 23529.2 5.17401
0.3095 -0.0434518 -0.0794728 -0.00159883 12867.8 10660.2 23527.9 5.17817
0.3105 -0.0417352 -0.075851 -0.00542974 12870.1 10655.5 23525.5 5.17909
0.3115 -0.0382719 -0.0772586 -0.00256777 12863.7 10667.9 23531.5 5.17653
